10.	3.	6.20503e-80
10.02	3.012	2.20605e-78
10.04	3.024	7.64453e-77
10.06	3.036	2.58129e-75
10.08	3.048	8.4909e-74
10.1	3.06	2.72011e-72
10.12	3.072	8.48434e-71
10.14	3.084	2.57591e-69
10.16	3.096	7.61043e-68
10.18	3.108	2.18743e-66
10.2	3.12	6.11492e-65
10.22	3.132	1.66211e-63
10.24	3.144	4.39165e-62
10.26	3.156	1.12765e-60
10.28	3.168	2.81307e-59
10.3	3.18	6.81607e-58
10.32	3.192	1.60367e-56
10.34	3.204	3.66274e-55
10.36	3.216	8.11878e-54
10.38	3.228	1.74603e-52
10.4	3.24	3.64226e-51
10.42	3.252	7.36771e-50
10.44	3.264	1.44483e-48
10.46	3.276	2.74607e-47
10.48	3.288	5.05701e-46
10.5	3.3	9.0209e-45
10.52	3.312	1.55834e-43
10.54	3.324	2.60622e-42
10.56	3.336	4.21874e-41
10.58	3.348	6.60783e-40
10.6	3.36	1.0012e-38
10.62	3.372	1.46709e-37
10.64	3.384	2.07847e-36
10.66	3.396	2.84622e-35
10.68	3.408	3.76628e-34
10.7	3.42	4.81461e-33
10.72	3.432	5.94423e-32
10.74	3.444	7.08599e-31
10.76	3.456	8.15378e-30
10.78	3.468	9.0543e-29
10.8	3.48	9.7e-28
10.82	3.492	1.00229e-26
10.84	3.504	9.98629e-26
10.86	3.516	9.59152e-25
10.88	3.528	8.87825e-24
10.9	3.54	7.91787e-23
10.92	3.552	6.80166e-22
10.94	3.564	5.62641e-21
10.96	3.576	4.48066e-20
10.98	3.588	3.43425e-19
11.	3.6	2.53271e-18
11.02	3.612	1.79675e-17
11.04	3.624	1.22582e-16
11.06	3.636	8.04046e-16
11.08	3.648	5.06923e-15
11.1	3.66	3.07109e-14
11.12	3.672	1.78739e-13
11.14	3.684	9.99099e-13
11.16	3.696	5.36222e-12
11.18	3.708	2.76258e-11
11.2	3.72	1.36586e-10
11.22	3.732	6.47896e-10
11.24	3.744	2.94779e-9
11.26	3.756	1.28609e-8
11.28	3.768	5.37911e-8
11.3	3.78	2.15629e-7
11.32	3.792	8.28218e-7
11.34	3.804	3.04729e-6
11.36	3.816	0.0000107374
11.38	3.828	0.0000362238
11.4	3.84	0.000116972
11.42	3.852	0.000361455
11.44	3.864	0.00106856
11.46	3.876	0.00302137
11.48	3.888	0.00816881
11.5	3.9	0.0211132
11.52	3.912	0.0521529
11.54	3.924	0.12309
11.56	3.936	0.277508
11.58	3.948	0.597488
11.6	3.96	1.22821
11.62	3.972	2.4099
11.64	3.984	4.5123
11.66	3.996	8.06047
11.68	4.008	13.7334
11.7	4.02	22.3124
11.72	4.032	34.5584
11.74	4.044	51.0144
11.76	4.056	71.7559
11.78	4.068	96.148
11.8	4.08	122.697
11.82	4.092	149.085
11.84	4.104	172.438
11.86	4.116	189.813
11.88	4.128	198.795
11.9	4.14	198.048
11.92	4.152	187.633
11.94	4.164	169.014
11.96	4.176	144.713
11.98	4.188	117.748
12.	4.2	91.0251
12.02	4.212	66.8385
12.04	4.224	46.6066
12.06	4.236	30.8545
12.08	4.248	19.3883
12.1	4.26	11.5613
12.12	4.272	6.54067
12.14	4.284	3.50978
12.16	4.296	1.78599
12.18	4.308	0.861631
12.2	4.32	0.394008
12.22	4.332	0.170738
12.24	4.344	0.0700962
12.26	4.356	0.0272585
12.28	4.368	0.0100381
12.3	4.38	0.00349983
12.32	4.392	0.00115501
12.34	4.404	0.000360722
12.36	4.416	0.000106588
12.38	4.428	0.0000297919
12.4	4.44	7.87484e-6
12.42	4.452	1.96808e-6
12.44	4.464	4.64951e-7
12.46	4.476	1.0381e-7
12.48	4.488	2.18997e-8
12.5	4.5	4.36428e-9
12.52	4.512	8.21426e-10
12.54	4.524	1.45985e-10
12.56	4.536	2.4493e-11
12.58	4.548	3.87857e-12
12.6	4.56	5.79569e-13
12.62	4.572	8.17052e-14
12.64	4.584	1.08646e-14
12.66	4.596	1.36239e-15
12.68	4.608	1.61073e-16
12.7	4.62	1.7951e-17
12.72	4.632	1.88541e-18
12.74	4.644	1.86587e-19
12.76	4.656	1.73951e-20
12.78	4.668	1.52739e-21
12.8	4.68	1.26289e-22
12.82	4.692	9.83063e-24
12.84	4.704	7.20291e-25
12.86	4.716	4.96658e-26
12.88	4.728	3.22212e-27
12.9	4.74	1.9664e-28
12.92	4.752	1.12866e-29
12.94	4.764	6.09151e-31
12.96	4.776	3.09082e-32
12.98	4.788	1.47408e-33
13.	4.8	6.60664e-35
13.02	4.812	2.78207e-36
13.04	4.824	1.10052e-37
13.06	4.836	4.08872e-39
13.08	4.848	1.42643e-40
13.1	4.86	4.67198e-42
13.12	4.872	1.43634e-43
13.14	4.884	4.14417e-45
13.16	4.896	1.12191e-46
13.18	4.908	2.84927e-48
13.2	4.92	6.78711e-50
13.22	4.932	1.51611e-51
13.24	4.944	3.17532e-53
13.26	4.956	6.23413e-55
13.28	4.968	1.14714e-56
13.3	4.98	1.978e-58
13.32	4.992	3.19541e-60
13.34	5.004	4.83548e-62
13.36	5.016	6.85306e-64
13.38	5.028	9.0946e-66
13.4	5.04	1.12995e-67
13.42	5.052	1.31411e-69
13.44	5.064	1.43029e-71
13.46	5.076	1.45667e-73
13.48	5.088	1.38792e-75
13.5	5.1	1.23697e-77
13.52	5.112	1.03102e-79
13.54	5.124	8.03558e-82
13.56	5.136	5.85504e-84
13.58	5.148	3.98778e-86
13.6	5.16	2.53833e-88
13.62	5.172	1.50975e-90
13.64	5.184	8.38939e-93
13.66	5.196	4.35461e-95
13.68	5.208	2.11101e-97
13.7	5.22	9.55609e-100
13.72	5.232	4.03875e-102
13.74	5.244	1.59338e-104
13.76	5.256	5.86711e-107
13.78	5.268	2.01601e-109
13.8	5.28	6.46329e-112
13.82	5.292	1.93302e-114
13.84	5.304	5.39226e-117
13.86	5.316	1.40278e-119
13.88	5.328	3.4027e-122
13.9	5.34	7.69488e-125
13.92	5.352	1.62202e-127
13.94	5.364	3.18655e-130
13.96	5.376	5.83347e-133
13.98	5.388	9.94962e-136
14.	5.4	1.58086e-138
14.02	5.412	2.33949e-141
14.04	5.424	3.22422e-144
14.06	5.436	4.1375e-147
14.08	5.448	4.94304e-150
14.1	5.46	5.49704e-153
14.12	5.472	5.68955e-156
14.14	5.484	5.47995e-159
14.16	5.496	4.91091e-162
14.18	5.508	4.0942e-165
14.2	5.52	3.17494e-168
14.22	5.532	2.28981e-171
14.24	5.544	1.53566e-174
14.26	5.556	9.57557e-178
14.28	5.568	5.55064e-181
14.3	5.58	2.99068e-184
14.32	5.592	1.49756e-187
14.34	5.604	6.9683e-191
14.36	5.616	3.01256e-194
14.38	5.628	1.2099e-197
14.4	5.64	4.51347e-201
14.42	5.652	1.56372e-204
14.44	5.664	5.03079e-208
14.46	5.676	1.50273e-211
14.48	5.688	4.16716e-215
14.5	5.7	1.07263e-218
14.52	5.712	2.56247e-222
14.54	5.724	5.68074e-226
14.56	5.736	1.16851e-229
14.58	5.748	2.2299e-233
14.6	5.76	3.94735e-237
14.62	5.772	6.48097e-241
14.64	5.784	9.86804e-245
14.66	5.796	1.39323e-248
14.68	5.808	1.82374e-252
14.7	5.82	2.21307e-256
14.72	5.832	2.48923e-260
14.74	5.844	2.59489e-264
14.76	5.856	2.50671e-268
14.78	5.868	2.2437e-272
14.8	5.88	1.86058e-276
14.82	5.892	1.42924e-280
14.84	5.904	1.01691e-284
14.86	5.916	6.70073e-289
14.88	5.928	4.08864e-293
14.9	5.94	0.
14.92	5.952	0.
14.94	5.964	0.
14.96	5.976	0.
14.98	5.988	0.
15.	6.	0.
