deltaH: 0.175781
Omega_M  Omega_Lambda   Likelihood
0.396875 0.656250 0.994030 
0.396875 0.660937 0.993921 
0.396875 0.665625 0.993810 
0.396875 0.670312 0.993699 
0.396875 0.675000 0.993587 
0.396875 0.679688 0.993473 
0.396875 0.684375 0.993358 
0.396875 0.689063 0.993241 
0.396875 0.693750 0.993124 
0.396875 0.698437 0.993005 
0.396875 0.703125 0.992885 
0.396875 0.707812 0.992764 
0.396875 0.712500 0.992642 
0.396875 0.717187 0.992518 
0.396875 0.721875 0.992393 
0.396875 0.726562 0.992267 
0.396875 0.731250 0.992140 
0.396875 0.735938 0.992011 
0.396875 0.740625 0.991881 
0.396875 0.745312 0.991750 
0.396875 0.750000 0.991617 
0.396875 0.754687 0.991484 
0.396875 0.759375 0.991348 
0.396875 0.764062 0.991212 
0.396875 0.768750 0.991074 
0.396875 0.773438 0.990935 
0.396875 0.778125 0.990795 
0.396875 0.782813 0.990653 
0.396875 0.787500 0.990510 
0.396875 0.792187 0.990365 
0.396875 0.796875 0.990219 
0.396875 0.801562 0.990072 
0.396875 0.806250 0.989924 
0.396875 0.810937 0.989774 
0.396875 0.815625 0.989622 
0.396875 0.820312 0.989469 
0.396875 0.825000 0.989315 
0.396875 0.829688 0.989160 
0.396875 0.834375 0.989003 
0.396875 0.839062 0.988844 
0.396875 0.843750 0.988685 
0.396875 0.848437 0.988523 
0.396875 0.853125 0.988361 
0.396875 0.857812 0.988196 
0.396875 0.862500 0.988031 
0.396875 0.867188 0.987864 
0.396875 0.871875 0.987695 
0.396875 0.876563 0.987525 
0.396875 0.881250 0.987353 
0.396875 0.885937 0.987180 
0.396875 0.890625 0.987006 
0.396875 0.895312 0.986830 
0.396875 0.900000 0.986652 
0.396875 0.904687 0.986473 
0.396875 0.909375 0.986292 
0.396875 0.914062 0.986110 
0.396875 0.918750 0.985926 
0.396875 0.923437 0.985741 
0.396875 0.928125 0.985554 
0.396875 0.932812 0.985366 
0.396875 0.937500 0.985175 
0.396875 0.942187 0.984984 
0.396875 0.946875 0.984790 
0.396875 0.951562 0.984596 
0.396875 0.956250 0.984399 
0.396875 0.960938 0.984201 
0.396875 0.965625 0.984001 
0.396875 0.970312 0.983799 
0.396875 0.975000 0.983596 
0.396875 0.979687 0.983391 
0.396875 0.984375 0.983185 
0.396875 0.989062 0.982977 
0.396875 0.993750 0.982767 
0.396875 0.998437 0.982555 
0.396875 1.003125 0.982342 
0.396875 1.007812 0.982127 
0.396875 1.012500 0.981910 
0.396875 1.017187 0.981691 
0.396875 1.021875 0.981471 
0.396875 1.026563 0.981249 
0.396875 1.031250 0.981025 
0.396875 1.035937 0.980800 
0.396875 1.040625 0.980572 
0.396875 1.045312 0.980343 
0.396875 1.050000 0.980112 
0.396875 1.054688 0.979879 
0.396875 1.059375 0.979644 
0.396875 1.064062 0.979408 
0.396875 1.068750 0.979169 
0.396875 1.073438 0.978929 
0.396875 1.078125 0.978687 
0.396875 1.082812 0.978443 
0.396875 1.087500 0.978197 
0.396875 1.092187 0.977949 
0.396875 1.096875 0.977699 
0.396875 1.101562 0.977447 
0.396875 1.106250 0.977193 
0.396875 1.110937 0.976938 
0.396875 1.115625 0.976680 
0.396875 1.120313 0.976420 
0.396875 1.125000 0.976159 
0.396875 1.129687 0.975895 
0.396875 1.134375 0.975629 
0.396875 1.139062 0.975362 
0.396875 1.143750 0.975092 
0.396875 1.148438 0.974820 
0.396875 1.153125 0.974546 
0.396875 1.157812 0.974270 
0.396875 1.162500 0.973992 
0.396875 1.167188 0.973712 
0.396875 1.171875 0.973430 
0.396875 1.176562 0.973145 
0.396875 1.181250 0.972859 
0.396875 1.185937 0.972570 
0.396875 1.190625 0.972279 
0.396875 1.195312 0.971986 
0.396875 1.200000 0.971691 
0.400000 0.004687 0.999799 
0.400000 0.009375 0.999812 
0.400000 0.014062 0.999824 
0.400000 0.018750 0.999836 
0.400000 0.023438 0.999847 
0.400000 0.028125 0.999858 
0.400000 0.032813 0.999867 
0.400000 0.037500 0.999877 
0.400000 0.042187 0.999885 
0.400000 0.046875 0.999893 
0.400000 0.051562 0.999900 
0.400000 0.056250 0.999907 
0.400000 0.060937 0.999912 
0.400000 0.065625 0.999918 
0.400000 0.070312 0.999922 
0.400000 0.075000 0.999926 
0.400000 0.079687 0.999929 
0.400000 0.084375 0.999932 
0.400000 0.089063 0.999933 
0.400000 0.093750 0.999935 
0.400000 0.098437 0.999935 
0.400000 0.103125 0.999935 
0.400000 0.107812 0.999934 
0.400000 0.112500 0.999932 
0.400000 0.117188 0.999930 
0.400000 0.121875 0.999927 
0.400000 0.126562 0.999923 
0.400000 0.131250 0.999918 
0.400000 0.135937 0.999913 
0.400000 0.140625 0.999907 
0.400000 0.145312 0.999901 
0.400000 0.150000 0.999893 
0.400000 0.154688 0.999885 
0.400000 0.159375 0.999876 
0.400000 0.164062 0.999867 
0.400000 0.168750 0.999857 
0.400000 0.173437 0.999846 
0.400000 0.178125 0.999834 
0.400000 0.182812 0.999821 
0.400000 0.187500 0.999808 
0.400000 0.192187 0.999794 
0.400000 0.196875 0.999779 
0.400000 0.201563 0.999764 
0.400000 0.206250 0.999748 
0.400000 0.210938 0.999731 
0.400000 0.215625 0.999713 
0.400000 0.220312 0.999694 
0.400000 0.225000 0.999675 
0.400000 0.229687 0.999655 
0.400000 0.234375 0.999634 
0.400000 0.239062 0.999612 
0.400000 0.243750 0.999590 
0.400000 0.248437 0.999567 
0.400000 0.253125 0.999543 
0.400000 0.257812 0.999518 
0.400000 0.262500 0.999492 
0.400000 0.267187 0.999466 
0.400000 0.271875 0.999439 
0.400000 0.276562 0.999411 
0.400000 0.281250 0.999382 
0.400000 0.285938 0.999352 
0.400000 0.290625 0.999322 
0.400000 0.295312 0.999290 
0.400000 0.300000 0.999258 
0.400000 0.304688 0.999225 
0.400000 0.309375 0.999191 
0.400000 0.314062 0.999157 
0.400000 0.318750 0.999121 
0.400000 0.323437 0.999085 
0.400000 0.328125 0.999048 
0.400000 0.332813 0.999010 
0.400000 0.337500 0.998971 
0.400000 0.342187 0.998931 
0.400000 0.346875 0.998891 
0.400000 0.351562 0.998849 
0.400000 0.356250 0.998807 
0.400000 0.360937 0.998764 
0.400000 0.365625 0.998719 
0.400000 0.370312 0.998675 
0.400000 0.375000 0.998629 
0.400000 0.379688 0.998582 
0.400000 0.384375 0.998534 
0.400000 0.389062 0.998486 
0.400000 0.393750 0.998436 
0.400000 0.398438 0.998386 
0.400000 0.403125 0.998335 
0.400000 0.407812 0.998282 
0.400000 0.412500 0.998229 
0.400000 0.417187 0.998175 
0.400000 0.421875 0.998120 
0.400000 0.426563 0.998065 
0.400000 0.431250 0.998008 
0.400000 0.435937 0.997950 
0.400000 0.440625 0.997891 
0.400000 0.445312 0.997832 
0.400000 0.450000 0.997771 
0.400000 0.454687 0.997709 
0.400000 0.459375 0.997647 
0.400000 0.464062 0.997583 
0.400000 0.468750 0.997519 
0.400000 0.473437 0.997453 
0.400000 0.478125 0.997387 
0.400000 0.482812 0.997320 
0.400000 0.487500 0.997251 
0.400000 0.492188 0.997182 
0.400000 0.496875 0.997112 
0.400000 0.501563 0.997040 
0.400000 0.506250 0.996968 
0.400000 0.510937 0.996894 
0.400000 0.515625 0.996820 
0.400000 0.520312 0.996745 
0.400000 0.525000 0.996668 
0.400000 0.529687 0.996591 
0.400000 0.534375 0.996512 
0.400000 0.539062 0.996433 
0.400000 0.543750 0.996352 
0.400000 0.548438 0.996270 
0.400000 0.553125 0.996188 
0.400000 0.557812 0.996104 
0.400000 0.562500 0.996019 
0.400000 0.567187 0.995933 
0.400000 0.571875 0.995846 
0.400000 0.576562 0.995758 
0.400000 0.581250 0.995669 
0.400000 0.585938 0.995579 
0.400000 0.590625 0.995488 
0.400000 0.595313 0.995395 
0.400000 0.600000 0.995302 
0.400000 0.604687 0.995207 
0.400000 0.609375 0.995112 
0.400000 0.614062 0.995015 
0.400000 0.618750 0.994917 
0.400000 0.623437 0.994818 
0.400000 0.628125 0.994717 
0.400000 0.632812 0.994616 
0.400000 0.637500 0.994513 
0.400000 0.642188 0.994410 
0.400000 0.646875 0.994305 
0.400000 0.651562 0.994199 
0.400000 0.656250 0.994092 
0.400000 0.660937 0.993984 
0.400000 0.665625 0.993874 
0.400000 0.670312 0.993763 
0.400000 0.675000 0.993651 
0.400000 0.679688 0.993538 
0.400000 0.684375 0.993424 
0.400000 0.689063 0.993309 
0.400000 0.693750 0.993192 
0.400000 0.698437 0.993074 
0.400000 0.703125 0.992955 
0.400000 0.707812 0.992834 
0.400000 0.712500 0.992713 
0.400000 0.717187 0.992590 
0.400000 0.721875 0.992466 
0.400000 0.726562 0.992340 
0.400000 0.731250 0.992214 
0.400000 0.735938 0.992086 
0.400000 0.740625 0.991956 
0.400000 0.745312 0.991826 
0.400000 0.750000 0.991694 
0.400000 0.754687 0.991561 
0.400000 0.759375 0.991427 
0.400000 0.764062 0.991291 
0.400000 0.768750 0.991154 
0.400000 0.773438 0.991016 
0.400000 0.778125 0.990876 
0.400000 0.782813 0.990735 
0.400000 0.787500 0.990593 
0.400000 0.792187 0.990449 
0.400000 0.796875 0.990304 
0.400000 0.801562 0.990158 
0.400000 0.806250 0.990010 
0.400000 0.810937 0.989861 
0.400000 0.815625 0.989710 
0.400000 0.820312 0.989558 
0.400000 0.825000 0.989405 
0.400000 0.829688 0.989250 
0.400000 0.834375 0.989094 
0.400000 0.839062 0.988936 
0.400000 0.843750 0.988777 
0.400000 0.848437 0.988617 
0.400000 0.853125 0.988455 
0.400000 0.857812 0.988292 
0.400000 0.862500 0.988127 
0.400000 0.867188 0.987961 
0.400000 0.871875 0.987793 
0.400000 0.876563 0.987624 
0.400000 0.881250 0.987453 
0.400000 0.885937 0.987281 
0.400000 0.890625 0.987108 
0.400000 0.895312 0.986932 
0.400000 0.900000 0.986756 
0.400000 0.904687 0.986578 
0.400000 0.909375 0.986398 
0.400000 0.914062 0.986216 
0.400000 0.918750 0.986034 
0.400000 0.923437 0.985849 
0.400000 0.928125 0.985663 
0.400000 0.932812 0.985475 
0.400000 0.937500 0.985286 
0.400000 0.942187 0.985096 
0.400000 0.946875 0.984903 
0.400000 0.951562 0.984709 
0.400000 0.956250 0.984514 
0.400000 0.960938 0.984316 
0.400000 0.965625 0.984118 
0.400000 0.970312 0.983917 
0.400000 0.975000 0.983715 
0.400000 0.979687 0.983511 
0.400000 0.984375 0.983306 
0.400000 0.989062 0.983098 
0.400000 0.993750 0.982890 
0.400000 0.998437 0.982679 
0.400000 1.003125 0.982467 
0.400000 1.007812 0.982253 
0.400000 1.012500 0.982037 
0.400000 1.017187 0.981819 
0.400000 1.021875 0.981600 
0.400000 1.026563 0.981379 
0.400000 1.031250 0.981156 
0.400000 1.035937 0.980932 
0.400000 1.040625 0.980705 
0.400000 1.045312 0.980477 
0.400000 1.050000 0.980247 
0.400000 1.054688 0.980015 
0.400000 1.059375 0.979782 
0.400000 1.064062 0.979546 
0.400000 1.068750 0.979309 
0.400000 1.073438 0.979070 
0.400000 1.078125 0.978829 
0.400000 1.082812 0.978586 
0.400000 1.087500 0.978341 
0.400000 1.092187 0.978094 
0.400000 1.096875 0.977846 
0.400000 1.101562 0.977595 
0.400000 1.106250 0.977342 
0.400000 1.110937 0.977088 
0.400000 1.115625 0.976831 
0.400000 1.120313 0.976573 
0.400000 1.125000 0.976312 
0.400000 1.129687 0.976050 
0.400000 1.134375 0.975785 
0.400000 1.139062 0.975519 
0.400000 1.143750 0.975250 
0.400000 1.148438 0.974980 
0.400000 1.153125 0.974707 
0.400000 1.157812 0.974433 
0.400000 1.162500 0.974156 
0.400000 1.167188 0.973877 
0.400000 1.171875 0.973596 
0.400000 1.176562 0.973313 
0.400000 1.181250 0.973027 
0.400000 1.185937 0.972740 
0.400000 1.190625 0.972450 
0.400000 1.195312 0.972158 
0.400000 1.200000 0.971864 
0.403125 0.004687 0.999789 
0.403125 0.009375 0.999802 
0.403125 0.014062 0.999815 
0.403125 0.018750 0.999827 
0.403125 0.023438 0.999839 
0.403125 0.028125 0.999850 
0.403125 0.032813 0.999860 
0.403125 0.037500 0.999869 
0.403125 0.042187 0.999878 
0.403125 0.046875 0.999887 
0.403125 0.051562 0.999894 
0.403125 0.056250 0.999901 
0.403125 0.060937 0.999907 
0.403125 0.065625 0.999913 
0.403125 0.070312 0.999918 
0.403125 0.075000 0.999922 
0.403125 0.079687 0.999926 
0.403125 0.084375 0.999928 
0.403125 0.089063 0.999931 
0.403125 0.093750 0.999932 
0.403125 0.098437 0.999933 
0.403125 0.103125 0.999933 
0.403125 0.107812 0.999933 
0.403125 0.112500 0.999931 
0.403125 0.117188 0.999929 
0.403125 0.121875 0.999927 
0.403125 0.126562 0.999923 
0.403125 0.131250 0.999919 
0.403125 0.135937 0.999915 
0.403125 0.140625 0.999909 
0.403125 0.145312 0.999903 
0.403125 0.150000 0.999896 
0.403125 0.154688 0.999888 
0.403125 0.159375 0.999880 
0.403125 0.164062 0.999871 
0.403125 0.168750 0.999861 
0.403125 0.173437 0.999850 
0.403125 0.178125 0.999839 
0.403125 0.182812 0.999827 
0.403125 0.187500 0.999814 
0.403125 0.192187 0.999801 
0.403125 0.196875 0.999786 
0.403125 0.201563 0.999771 
0.403125 0.206250 0.999756 
0.403125 0.210938 0.999739 
0.403125 0.215625 0.999722 
0.403125 0.220312 0.999704 
0.403125 0.225000 0.999685 
0.403125 0.229687 0.999665 
0.403125 0.234375 0.999645 
0.403125 0.239062 0.999623 
0.403125 0.243750 0.999601 
0.403125 0.248437 0.999579 
0.403125 0.253125 0.999555 
0.403125 0.257812 0.999531 
0.403125 0.262500 0.999506 
0.403125 0.267187 0.999480 
0.403125 0.271875 0.999453 
0.403125 0.276562 0.999425 
0.403125 0.281250 0.999397 
0.403125 0.285938 0.999368 
0.403125 0.290625 0.999338 
0.403125 0.295312 0.999307 
0.403125 0.300000 0.999275 
0.403125 0.304688 0.999243 
0.403125 0.309375 0.999210 
0.403125 0.314062 0.999175 
0.403125 0.318750 0.999140 
0.403125 0.323437 0.999105 
0.403125 0.328125 0.999068 
0.403125 0.332813 0.999030 
0.403125 0.337500 0.998992 
0.403125 0.342187 0.998953 
0.403125 0.346875 0.998913 
0.403125 0.351562 0.998872 
0.403125 0.356250 0.998830 
0.403125 0.360937 0.998787 
0.403125 0.365625 0.998744 
0.403125 0.370312 0.998699 
0.403125 0.375000 0.998654 
0.403125 0.379688 0.998608 
0.403125 0.384375 0.998561 
0.403125 0.389062 0.998513 
0.403125 0.393750 0.998464 
0.403125 0.398438 0.998414 
0.403125 0.403125 0.998363 
0.403125 0.407812 0.998311 
0.403125 0.412500 0.998259 
0.403125 0.417187 0.998205 
0.403125 0.421875 0.998151 
0.403125 0.426563 0.998096 
0.403125 0.431250 0.998039 
0.403125 0.435937 0.997982 
0.403125 0.440625 0.997924 
0.403125 0.445312 0.997865 
0.403125 0.450000 0.997805 
0.403125 0.454687 0.997744 
0.403125 0.459375 0.997682 
0.403125 0.464062 0.997619 
0.403125 0.468750 0.997555 
0.403125 0.473437 0.997490 
0.403125 0.478125 0.997425 
0.403125 0.482812 0.997358 
0.403125 0.487500 0.997290 
0.403125 0.492188 0.997221 
0.403125 0.496875 0.997151 
0.403125 0.501563 0.997081 
0.403125 0.506250 0.997009 
0.403125 0.510937 0.996936 
0.403125 0.515625 0.996862 
0.403125 0.520312 0.996787 
0.403125 0.525000 0.996712 
0.403125 0.529687 0.996635 
0.403125 0.534375 0.996557 
0.403125 0.539062 0.996478 
0.403125 0.543750 0.996398 
0.403125 0.548438 0.996317 
0.403125 0.553125 0.996235 
0.403125 0.557812 0.996152 
0.403125 0.562500 0.996068 
0.403125 0.567187 0.995982 
0.403125 0.571875 0.995896 
0.403125 0.576562 0.995809 
0.403125 0.581250 0.995720 
0.403125 0.585938 0.995631 
0.403125 0.590625 0.995540 
0.403125 0.595313 0.995448 
0.403125 0.600000 0.995355 
0.403125 0.604687 0.995261 
0.403125 0.609375 0.995166 
0.403125 0.614062 0.995070 
0.403125 0.618750 0.994973 
0.403125 0.623437 0.994874 
0.403125 0.628125 0.994775 
0.403125 0.632812 0.994674 
0.403125 0.637500 0.994572 
0.403125 0.642188 0.994469 
0.403125 0.646875 0.994365 
0.403125 0.651562 0.994260 
0.403125 0.656250 0.994153 
0.403125 0.660937 0.994046 
0.403125 0.665625 0.993937 
0.403125 0.670312 0.993827 
0.403125 0.675000 0.993716 
0.403125 0.679688 0.993603 
0.403125 0.684375 0.993490 
0.403125 0.689063 0.993375 
0.403125 0.693750 0.993259 
0.403125 0.698437 0.993142 
0.403125 0.703125 0.993023 
0.403125 0.707812 0.992904 
0.403125 0.712500 0.992783 
0.403125 0.717187 0.992661 
0.403125 0.721875 0.992537 
0.403125 0.726562 0.992413 
0.403125 0.731250 0.992287 
0.403125 0.735938 0.992160 
0.403125 0.740625 0.992031 
0.403125 0.745312 0.991901 
0.403125 0.750000 0.991770 
0.403125 0.754687 0.991638 
0.403125 0.759375 0.991504 
0.403125 0.764062 0.991370 
0.403125 0.768750 0.991233 
0.403125 0.773438 0.991096 
0.403125 0.778125 0.990957 
0.403125 0.782813 0.990817 
0.403125 0.787500 0.990675 
0.403125 0.792187 0.990532 
0.403125 0.796875 0.990388 
0.403125 0.801562 0.990243 
0.403125 0.806250 0.990096 
0.403125 0.810937 0.989947 
0.403125 0.815625 0.989798 
0.403125 0.820312 0.989646 
0.403125 0.825000 0.989494 
0.403125 0.829688 0.989340 
0.403125 0.834375 0.989185 
0.403125 0.839062 0.989028 
0.403125 0.843750 0.988870 
0.403125 0.848437 0.988710 
0.403125 0.853125 0.988549 
0.403125 0.857812 0.988387 
0.403125 0.862500 0.988223 
0.403125 0.867188 0.988058 
0.403125 0.871875 0.987891 
0.403125 0.876563 0.987723 
0.403125 0.881250 0.987553 
0.403125 0.885937 0.987381 
0.403125 0.890625 0.987209 
0.403125 0.895312 0.987034 
0.403125 0.900000 0.986859 
0.403125 0.904687 0.986681 
0.403125 0.909375 0.986503 
0.403125 0.914062 0.986322 
0.403125 0.918750 0.986140 
0.403125 0.923437 0.985957 
0.403125 0.928125 0.985772 
0.403125 0.932812 0.985585 
0.403125 0.937500 0.985397 
0.403125 0.942187 0.985207 
0.403125 0.946875 0.985016 
0.403125 0.951562 0.984823 
0.403125 0.956250 0.984628 
0.403125 0.960938 0.984432 
0.403125 0.965625 0.984234 
0.403125 0.970312 0.984034 
0.403125 0.975000 0.983833 
0.403125 0.979687 0.983630 
0.403125 0.984375 0.983426 
0.403125 0.989062 0.983220 
0.403125 0.993750 0.983012 
0.403125 0.998437 0.982802 
0.403125 1.003125 0.982591 
0.403125 1.007812 0.982378 
0.403125 1.012500 0.982163 
0.403125 1.017187 0.981947 
0.403125 1.021875 0.981728 
0.403125 1.026563 0.981509 
0.403125 1.031250 0.981287 
0.403125 1.035937 0.981063 
0.403125 1.040625 0.980838 
0.403125 1.045312 0.980611 
0.403125 1.050000 0.980382 
0.403125 1.054688 0.980151 
0.403125 1.059375 0.979919 
0.403125 1.064062 0.979684 
0.403125 1.068750 0.979448 
0.403125 1.073438 0.979210 
0.403125 1.078125 0.978970 
0.403125 1.082812 0.978728 
0.403125 1.087500 0.978485 
0.403125 1.092187 0.978239 
0.403125 1.096875 0.977991 
0.403125 1.101562 0.977742 
0.403125 1.106250 0.977491 
0.403125 1.110937 0.977237 
0.403125 1.115625 0.976982 
0.403125 1.120313 0.976725 
0.403125 1.125000 0.976465 
0.403125 1.129687 0.976204 
0.403125 1.134375 0.975941 
0.403125 1.139062 0.975676 
0.403125 1.143750 0.975408 
0.403125 1.148438 0.975139 
0.403125 1.153125 0.974867 
0.403125 1.157812 0.974594 
0.403125 1.162500 0.974318 
0.403125 1.167188 0.974041 
0.403125 1.171875 0.973761 
0.403125 1.176562 0.973479 
0.403125 1.181250 0.973195 
0.403125 1.185937 0.972909 
0.403125 1.190625 0.972621 
0.403125 1.195312 0.972330 
0.403125 1.200000 0.972037 
0.406250 0.004687 0.999779 
0.406250 0.009375 0.999793 
0.406250 0.014062 0.999806 
0.406250 0.018750 0.999818 
0.406250 0.023438 0.999830 
0.406250 0.028125 0.999842 
0.406250 0.032813 0.999852 
0.406250 0.037500 0.999862 
0.406250 0.042187 0.999871 
0.406250 0.046875 0.999880 
0.406250 0.051562 0.999888 
0.406250 0.056250 0.999895 
0.406250 0.060937 0.999902 
0.406250 0.065625 0.999908 
0.406250 0.070312 0.999913 
0.406250 0.075000 0.999918 
0.406250 0.079687 0.999922 
0.406250 0.084375 0.999925 
0.406250 0.089063 0.999928 
0.406250 0.093750 0.999930 
0.406250 0.098437 0.999931 
0.406250 0.103125 0.999931 
0.406250 0.107812 0.999931 
0.406250 0.112500 0.999930 
0.406250 0.117188 0.999929 
0.406250 0.121875 0.999927 
0.406250 0.126562 0.999924 
0.406250 0.131250 0.999920 
0.406250 0.135937 0.999916 
0.406250 0.140625 0.999911 
0.406250 0.145312 0.999905 
0.406250 0.150000 0.999898 
0.406250 0.154688 0.999891 
0.406250 0.159375 0.999883 
0.406250 0.164062 0.999874 
0.406250 0.168750 0.999865 
0.406250 0.173437 0.999855 
0.406250 0.178125 0.999844 
0.406250 0.182812 0.999832 
0.406250 0.187500 0.999820 
0.406250 0.192187 0.999807 
0.406250 0.196875 0.999793 
0.406250 0.201563 0.999778 
0.406250 0.206250 0.999763 
0.406250 0.210938 0.999747 
0.406250 0.215625 0.999730 
0.406250 0.220312 0.999712 
0.406250 0.225000 0.999694 
0.406250 0.229687 0.999675 
0.406250 0.234375 0.999655 
0.406250 0.239062 0.999634 
0.406250 0.243750 0.999613 
0.406250 0.248437 0.999590 
0.406250 0.253125 0.999567 
0.406250 0.257812 0.999543 
0.406250 0.262500 0.999519 
0.406250 0.267187 0.999493 
0.406250 0.271875 0.999467 
0.406250 0.276562 0.999440 
0.406250 0.281250 0.999412 
0.406250 0.285938 0.999383 
0.406250 0.290625 0.999354 
0.406250 0.295312 0.999323 
0.406250 0.300000 0.999292 
0.406250 0.304688 0.999260 
0.406250 0.309375 0.999228 
0.406250 0.314062 0.999194 
0.406250 0.318750 0.999159 
0.406250 0.323437 0.999124 
0.406250 0.328125 0.999088 
0.406250 0.332813 0.999051 
0.406250 0.337500 0.999013 
0.406250 0.342187 0.998974 
0.406250 0.346875 0.998935 
0.406250 0.351562 0.998894 
0.406250 0.356250 0.998853 
0.406250 0.360937 0.998811 
0.406250 0.365625 0.998768 
0.406250 0.370312 0.998724 
0.406250 0.375000 0.998679 
0.406250 0.379688 0.998633 
0.406250 0.384375 0.998587 
0.406250 0.389062 0.998539 
0.406250 0.393750 0.998491 
0.406250 0.398438 0.998442 
0.406250 0.403125 0.998391 
0.406250 0.407812 0.998340 
0.406250 0.412500 0.998288 
0.406250 0.417187 0.998235 
0.406250 0.421875 0.998182 
0.406250 0.426563 0.998127 
0.406250 0.431250 0.998071 
0.406250 0.435937 0.998014 
0.406250 0.440625 0.997957 
0.406250 0.445312 0.997898 
0.406250 0.450000 0.997839 
0.406250 0.454687 0.997778 
0.406250 0.459375 0.997717 
0.406250 0.464062 0.997655 
0.406250 0.468750 0.997591 
0.406250 0.473437 0.997527 
0.406250 0.478125 0.997462 
0.406250 0.482812 0.997396 
0.406250 0.487500 0.997328 
0.406250 0.492188 0.997260 
0.406250 0.496875 0.997191 
0.406250 0.501563 0.997121 
0.406250 0.506250 0.997050 
0.406250 0.510937 0.996977 
0.406250 0.515625 0.996904 
0.406250 0.520312 0.996830 
0.406250 0.525000 0.996755 
0.406250 0.529687 0.996679 
0.406250 0.534375 0.996601 
0.406250 0.539062 0.996523 
0.406250 0.543750 0.996444 
0.406250 0.548438 0.996363 
0.406250 0.553125 0.996282 
0.406250 0.557812 0.996199 
0.406250 0.562500 0.996116 
0.406250 0.567187 0.996031 
0.406250 0.571875 0.995945 
0.406250 0.576562 0.995859 
0.406250 0.581250 0.995771 
0.406250 0.585938 0.995682 
0.406250 0.590625 0.995592 
0.406250 0.595313 0.995501 
0.406250 0.600000 0.995409 
0.406250 0.604687 0.995315 
0.406250 0.609375 0.995221 
0.406250 0.614062 0.995125 
0.406250 0.618750 0.995029 
0.406250 0.623437 0.994931 
0.406250 0.628125 0.994832 
0.406250 0.632812 0.994732 
0.406250 0.637500 0.994631 
0.406250 0.642188 0.994529 
0.406250 0.646875 0.994425 
0.406250 0.651562 0.994321 
0.406250 0.656250 0.994215 
0.406250 0.660937 0.994108 
0.406250 0.665625 0.994000 
0.406250 0.670312 0.993890 
0.406250 0.675000 0.993780 
0.406250 0.679688 0.993668 
0.406250 0.684375 0.993555 
0.406250 0.689063 0.993441 
0.406250 0.693750 0.993326 
0.406250 0.698437 0.993210 
0.406250 0.703125 0.993092 
0.406250 0.707812 0.992973 
0.406250 0.712500 0.992853 
0.406250 0.717187 0.992731 
0.406250 0.721875 0.992609 
0.406250 0.726562 0.992485 
0.406250 0.731250 0.992360 
0.406250 0.735938 0.992233 
0.406250 0.740625 0.992105 
0.406250 0.745312 0.991976 
0.406250 0.750000 0.991846 
0.406250 0.754687 0.991715 
0.406250 0.759375 0.991582 
0.406250 0.764062 0.991448 
0.406250 0.768750 0.991312 
0.406250 0.773438 0.991176 
0.406250 0.778125 0.991037 
0.406250 0.782813 0.990898 
0.406250 0.787500 0.990757 
0.406250 0.792187 0.990615 
0.406250 0.796875 0.990472 
0.406250 0.801562 0.990327 
0.406250 0.806250 0.990181 
0.406250 0.810937 0.990033 
0.406250 0.815625 0.989885 
0.406250 0.820312 0.989734 
0.406250 0.825000 0.989583 
0.406250 0.829688 0.989429 
0.406250 0.834375 0.989275 
0.406250 0.839062 0.989119 
0.406250 0.843750 0.988962 
0.406250 0.848437 0.988803 
0.406250 0.853125 0.988643 
0.406250 0.857812 0.988481 
0.406250 0.862500 0.988318 
0.406250 0.867188 0.988154 
0.406250 0.871875 0.987988 
0.406250 0.876563 0.987821 
0.406250 0.881250 0.987652 
0.406250 0.885937 0.987481 
0.406250 0.890625 0.987309 
0.406250 0.895312 0.987136 
0.406250 0.900000 0.986961 
0.406250 0.904687 0.986785 
0.406250 0.909375 0.986607 
0.406250 0.914062 0.986427 
0.406250 0.918750 0.986246 
0.406250 0.923437 0.986064 
0.406250 0.928125 0.985880 
0.406250 0.932812 0.985694 
0.406250 0.937500 0.985507 
0.406250 0.942187 0.985318 
0.406250 0.946875 0.985127 
0.406250 0.951562 0.984935 
0.406250 0.956250 0.984742 
0.406250 0.960938 0.984546 
0.406250 0.965625 0.984349 
0.406250 0.970312 0.984151 
0.406250 0.975000 0.983951 
0.406250 0.979687 0.983749 
0.406250 0.984375 0.983545 
0.406250 0.989062 0.983340 
0.406250 0.993750 0.983133 
0.406250 0.998437 0.982925 
0.406250 1.003125 0.982714 
0.406250 1.007812 0.982502 
0.406250 1.012500 0.982289 
0.406250 1.017187 0.982073 
0.406250 1.021875 0.981856 
0.406250 1.026563 0.981637 
0.406250 1.031250 0.981417 
0.406250 1.035937 0.981194 
0.406250 1.040625 0.980970 
0.406250 1.045312 0.980744 
0.406250 1.050000 0.980516 
0.406250 1.054688 0.980286 
0.406250 1.059375 0.980055 
0.406250 1.064062 0.979822 
0.406250 1.068750 0.979587 
0.406250 1.073438 0.979350 
0.406250 1.078125 0.979111 
0.406250 1.082812 0.978870 
0.406250 1.087500 0.978628 
0.406250 1.092187 0.978383 
0.406250 1.096875 0.978137 
0.406250 1.101562 0.977888 
0.406250 1.106250 0.977638 
0.406250 1.110937 0.977386 
0.406250 1.115625 0.977132 
0.406250 1.120313 0.976876 
0.406250 1.125000 0.976618 
0.406250 1.129687 0.976358 
0.406250 1.134375 0.976095 
0.406250 1.139062 0.975831 
0.406250 1.143750 0.975565 
