deltaH: 0.175781
Omega_M  Omega_Lambda   Likelihood
0.143750 0.342187 0.996032 
0.143750 0.346875 0.995945 
0.143750 0.351562 0.995856 
0.143750 0.356250 0.995767 
0.143750 0.360937 0.995676 
0.143750 0.365625 0.995584 
0.143750 0.370312 0.995491 
0.143750 0.375000 0.995397 
0.143750 0.379688 0.995302 
0.143750 0.384375 0.995206 
0.143750 0.389062 0.995108 
0.143750 0.393750 0.995010 
0.143750 0.398438 0.994910 
0.143750 0.403125 0.994809 
0.143750 0.407812 0.994707 
0.143750 0.412500 0.994604 
0.143750 0.417187 0.994500 
0.143750 0.421875 0.994394 
0.143750 0.426563 0.994288 
0.143750 0.431250 0.994180 
0.143750 0.435937 0.994071 
0.143750 0.440625 0.993961 
0.143750 0.445312 0.993849 
0.143750 0.450000 0.993737 
0.143750 0.454687 0.993623 
0.143750 0.459375 0.993508 
0.143750 0.464062 0.993392 
0.143750 0.468750 0.993275 
0.143750 0.473437 0.993156 
0.143750 0.478125 0.993036 
0.143750 0.482812 0.992915 
0.143750 0.487500 0.992793 
0.143750 0.492188 0.992669 
0.143750 0.496875 0.992544 
0.143750 0.501563 0.992418 
0.143750 0.506250 0.992291 
0.143750 0.510937 0.992162 
0.143750 0.515625 0.992032 
0.143750 0.520312 0.991901 
0.143750 0.525000 0.991768 
0.143750 0.529687 0.991634 
0.143750 0.534375 0.991499 
0.143750 0.539062 0.991363 
0.143750 0.543750 0.991225 
0.143750 0.548438 0.991086 
0.143750 0.553125 0.990945 
0.143750 0.557812 0.990803 
0.143750 0.562500 0.990660 
0.143750 0.567187 0.990516 
0.143750 0.571875 0.990370 
0.143750 0.576562 0.990223 
0.143750 0.581250 0.990074 
0.143750 0.585938 0.989924 
0.143750 0.590625 0.989773 
0.143750 0.595313 0.989620 
0.143750 0.600000 0.989466 
0.143750 0.604687 0.989310 
0.143750 0.609375 0.989153 
0.143750 0.614062 0.988994 
0.143750 0.618750 0.988835 
0.143750 0.623437 0.988673 
0.143750 0.628125 0.988510 
0.143750 0.632812 0.988346 
0.143750 0.637500 0.988180 
0.143750 0.642188 0.988013 
0.143750 0.646875 0.987845 
0.143750 0.651562 0.987674 
0.143750 0.656250 0.987503 
0.143750 0.660937 0.987330 
0.143750 0.665625 0.987155 
0.143750 0.670312 0.986979 
0.143750 0.675000 0.986801 
0.143750 0.679688 0.986622 
0.143750 0.684375 0.986441 
0.143750 0.689063 0.986258 
0.143750 0.693750 0.986075 
0.143750 0.698437 0.985889 
0.143750 0.703125 0.985702 
0.143750 0.707812 0.985513 
0.143750 0.712500 0.985323 
0.143750 0.717187 0.985131 
0.143750 0.721875 0.984938 
0.143750 0.726562 0.984742 
0.143750 0.731250 0.984546 
0.143750 0.735938 0.984347 
0.143750 0.740625 0.984147 
0.143750 0.745312 0.983945 
0.143750 0.750000 0.983742 
0.143750 0.754687 0.983537 
0.143750 0.759375 0.983330 
0.143750 0.764062 0.983122 
0.143750 0.768750 0.982912 
0.143750 0.773438 0.982700 
0.143750 0.778125 0.982486 
0.143750 0.782813 0.982271 
0.143750 0.787500 0.982054 
0.143750 0.792187 0.981835 
0.143750 0.796875 0.981614 
0.143750 0.801562 0.981392 
0.143750 0.806250 0.981168 
0.143750 0.810937 0.980942 
0.143750 0.815625 0.980714 
0.143750 0.820312 0.980485 
0.143750 0.825000 0.980253 
0.143750 0.829688 0.980020 
0.143750 0.834375 0.979785 
0.143750 0.839062 0.979548 
0.143750 0.843750 0.979309 
0.143750 0.848437 0.979068 
0.143750 0.853125 0.978826 
0.143750 0.857812 0.978581 
0.143750 0.862500 0.978335 
0.143750 0.867188 0.978087 
0.143750 0.871875 0.977836 
0.143750 0.876563 0.977584 
0.143750 0.881250 0.977330 
0.143750 0.885937 0.977074 
0.143750 0.890625 0.976816 
0.143750 0.895312 0.976555 
0.143750 0.900000 0.976293 
0.143750 0.904687 0.976029 
0.143750 0.909375 0.975763 
0.143750 0.914062 0.975495 
0.143750 0.918750 0.975224 
0.143750 0.923437 0.974952 
0.143750 0.928125 0.974678 
0.143750 0.932812 0.974401 
0.143750 0.937500 0.974122 
0.143750 0.942187 0.973842 
0.143750 0.946875 0.973559 
0.143750 0.951562 0.973274 
0.143750 0.956250 0.972986 
0.143750 0.960938 0.972697 
0.143750 0.965625 0.972405 
0.143750 0.970312 0.972112 
0.143750 0.975000 0.971816 
0.143750 0.979687 0.971517 
0.143750 0.984375 0.971217 
0.143750 0.989062 0.970914 
0.143750 0.993750 0.970609 
0.143750 0.998437 0.970302 
0.143750 1.003125 0.969992 
0.143750 1.007812 0.969680 
0.143750 1.012500 0.969366 
0.143750 1.017187 0.969049 
0.143750 1.021875 0.968730 
0.143750 1.026563 0.968409 
0.143750 1.031250 0.968085 
0.143750 1.035937 0.967759 
0.143750 1.040625 0.967431 
0.143750 1.045312 0.967099 
0.143750 1.050000 0.966766 
0.143750 1.054688 0.966430 
0.143750 1.059375 0.966092 
0.143750 1.064062 0.965751 
0.143750 1.068750 0.965407 
0.143750 1.073438 0.965061 
0.143750 1.078125 0.964712 
0.143750 1.082812 0.964361 
0.143750 1.087500 0.964007 
0.143750 1.092187 0.963651 
0.143750 1.096875 0.963292 
0.143750 1.101562 0.962930 
0.143750 1.106250 0.962566 
0.143750 1.110937 0.962199 
0.143750 1.115625 0.961829 
0.143750 1.120313 0.961457 
0.143750 1.125000 0.961082 
0.143750 1.129687 0.960704 
0.143750 1.134375 0.960323 
0.143750 1.139062 0.959939 
0.143750 1.143750 0.959553 
0.143750 1.148438 0.959164 
0.143750 1.153125 0.958771 
0.143750 1.157812 0.958376 
0.143750 1.162500 0.957979 
0.143750 1.167188 0.957578 
0.143750 1.171875 0.957174 
0.143750 1.176562 0.956767 
0.143750 1.181250 0.956357 
0.143750 1.185937 0.955945 
0.143750 1.190625 0.955529 
0.143750 1.195312 0.955110 
0.143750 1.200000 0.954688 
0.146875 0.004687 0.999793 
0.146875 0.009375 0.999772 
0.146875 0.014062 0.999751 
0.146875 0.018750 0.999728 
0.146875 0.023438 0.999705 
0.146875 0.028125 0.999681 
0.146875 0.032813 0.999657 
0.146875 0.037500 0.999631 
0.146875 0.042187 0.999605 
0.146875 0.046875 0.999578 
0.146875 0.051562 0.999550 
0.146875 0.056250 0.999522 
0.146875 0.060937 0.999492 
0.146875 0.065625 0.999462 
0.146875 0.070312 0.999431 
0.146875 0.075000 0.999399 
0.146875 0.079687 0.999366 
0.146875 0.084375 0.999332 
0.146875 0.089063 0.999298 
0.146875 0.093750 0.999262 
0.146875 0.098437 0.999226 
0.146875 0.103125 0.999189 
0.146875 0.107812 0.999151 
0.146875 0.112500 0.999113 
0.146875 0.117188 0.999073 
0.146875 0.121875 0.999033 
0.146875 0.126562 0.998991 
0.146875 0.131250 0.998949 
0.146875 0.135937 0.998906 
0.146875 0.140625 0.998862 
0.146875 0.145312 0.998818 
0.146875 0.150000 0.998772 
0.146875 0.154688 0.998725 
0.146875 0.159375 0.998678 
0.146875 0.164062 0.998629 
0.146875 0.168750 0.998580 
0.146875 0.173437 0.998530 
0.146875 0.178125 0.998479 
0.146875 0.182812 0.998427 
0.146875 0.187500 0.998374 
0.146875 0.192187 0.998320 
0.146875 0.196875 0.998265 
0.146875 0.201563 0.998209 
0.146875 0.206250 0.998153 
0.146875 0.210938 0.998095 
0.146875 0.215625 0.998037 
0.146875 0.220312 0.997977 
0.146875 0.225000 0.997917 
0.146875 0.229687 0.997855 
0.146875 0.234375 0.997793 
0.146875 0.239062 0.997729 
0.146875 0.243750 0.997665 
0.146875 0.248437 0.997600 
0.146875 0.253125 0.997534 
0.146875 0.257812 0.997466 
0.146875 0.262500 0.997398 
0.146875 0.267187 0.997329 
0.146875 0.271875 0.997259 
0.146875 0.276562 0.997187 
0.146875 0.281250 0.997115 
0.146875 0.285938 0.997042 
0.146875 0.290625 0.996968 
0.146875 0.295312 0.996892 
0.146875 0.300000 0.996816 
0.146875 0.304688 0.996739 
0.146875 0.309375 0.996660 
0.146875 0.314062 0.996581 
0.146875 0.318750 0.996500 
0.146875 0.323437 0.996419 
0.146875 0.328125 0.996336 
0.146875 0.332813 0.996253 
0.146875 0.337500 0.996168 
0.146875 0.342187 0.996082 
0.146875 0.346875 0.995995 
0.146875 0.351562 0.995907 
0.146875 0.356250 0.995818 
0.146875 0.360937 0.995728 
0.146875 0.365625 0.995637 
0.146875 0.370312 0.995545 
0.146875 0.375000 0.995451 
0.146875 0.379688 0.995357 
0.146875 0.384375 0.995261 
0.146875 0.389062 0.995164 
0.146875 0.393750 0.995066 
0.146875 0.398438 0.994967 
0.146875 0.403125 0.994867 
0.146875 0.407812 0.994766 
0.146875 0.412500 0.994664 
0.146875 0.417187 0.994560 
0.146875 0.421875 0.994455 
0.146875 0.426563 0.994349 
0.146875 0.431250 0.994242 
0.146875 0.435937 0.994134 
0.146875 0.440625 0.994024 
0.146875 0.445312 0.993914 
0.146875 0.450000 0.993802 
0.146875 0.454687 0.993689 
0.146875 0.459375 0.993575 
0.146875 0.464062 0.993459 
0.146875 0.468750 0.993342 
0.146875 0.473437 0.993225 
0.146875 0.478125 0.993105 
0.146875 0.482812 0.992985 
0.146875 0.487500 0.992863 
0.146875 0.492188 0.992741 
0.146875 0.496875 0.992616 
0.146875 0.501563 0.992491 
0.146875 0.506250 0.992364 
0.146875 0.510937 0.992237 
0.146875 0.515625 0.992107 
0.146875 0.520312 0.991977 
0.146875 0.525000 0.991845 
0.146875 0.529687 0.991712 
0.146875 0.534375 0.991578 
0.146875 0.539062 0.991442 
0.146875 0.543750 0.991305 
0.146875 0.548438 0.991167 
0.146875 0.553125 0.991027 
0.146875 0.557812 0.990886 
0.146875 0.562500 0.990744 
0.146875 0.567187 0.990600 
0.146875 0.571875 0.990455 
0.146875 0.576562 0.990308 
0.146875 0.581250 0.990161 
0.146875 0.585938 0.990011 
0.146875 0.590625 0.989861 
0.146875 0.595313 0.989709 
0.146875 0.600000 0.989555 
0.146875 0.604687 0.989401 
0.146875 0.609375 0.989244 
0.146875 0.614062 0.989087 
0.146875 0.618750 0.988928 
0.146875 0.623437 0.988767 
0.146875 0.628125 0.988605 
0.146875 0.632812 0.988442 
0.146875 0.637500 0.988277 
0.146875 0.642188 0.988111 
0.146875 0.646875 0.987943 
0.146875 0.651562 0.987774 
0.146875 0.656250 0.987603 
0.146875 0.660937 0.987431 
0.146875 0.665625 0.987257 
0.146875 0.670312 0.987081 
0.146875 0.675000 0.986905 
0.146875 0.679688 0.986726 
0.146875 0.684375 0.986546 
0.146875 0.689063 0.986365 
0.146875 0.693750 0.986182 
0.146875 0.698437 0.985997 
0.146875 0.703125 0.985811 
0.146875 0.707812 0.985623 
0.146875 0.712500 0.985434 
0.146875 0.717187 0.985243 
0.146875 0.721875 0.985051 
0.146875 0.726562 0.984857 
0.146875 0.731250 0.984661 
0.146875 0.735938 0.984463 
0.146875 0.740625 0.984264 
0.146875 0.745312 0.984063 
0.146875 0.750000 0.983861 
0.146875 0.754687 0.983657 
0.146875 0.759375 0.983451 
0.146875 0.764062 0.983244 
0.146875 0.768750 0.983035 
0.146875 0.773438 0.982824 
0.146875 0.778125 0.982611 
0.146875 0.782813 0.982397 
0.146875 0.787500 0.982181 
0.146875 0.792187 0.981963 
0.146875 0.796875 0.981744 
0.146875 0.801562 0.981522 
0.146875 0.806250 0.981299 
0.146875 0.810937 0.981074 
0.146875 0.815625 0.980848 
0.146875 0.820312 0.980619 
0.146875 0.825000 0.980389 
0.146875 0.829688 0.980157 
0.146875 0.834375 0.979923 
0.146875 0.839062 0.979687 
0.146875 0.843750 0.979449 
0.146875 0.848437 0.979210 
0.146875 0.853125 0.978968 
0.146875 0.857812 0.978725 
0.146875 0.862500 0.978479 
0.146875 0.867188 0.978232 
0.146875 0.871875 0.977983 
0.146875 0.876563 0.977732 
0.146875 0.881250 0.977479 
0.146875 0.885937 0.977224 
0.146875 0.890625 0.976967 
0.146875 0.895312 0.976708 
0.146875 0.900000 0.976447 
0.146875 0.904687 0.976184 
0.146875 0.909375 0.975919 
0.146875 0.914062 0.975652 
0.146875 0.918750 0.975383 
0.146875 0.923437 0.975112 
0.146875 0.928125 0.974839 
0.146875 0.932812 0.974563 
0.146875 0.937500 0.974286 
0.146875 0.942187 0.974007 
0.146875 0.946875 0.973725 
0.146875 0.951562 0.973441 
0.146875 0.956250 0.973155 
0.146875 0.960938 0.972867 
0.146875 0.965625 0.972577 
0.146875 0.970312 0.972284 
0.146875 0.975000 0.971990 
0.146875 0.979687 0.971693 
0.146875 0.984375 0.971394 
0.146875 0.989062 0.971092 
0.146875 0.993750 0.970789 
0.146875 0.998437 0.970483 
0.146875 1.003125 0.970174 
0.146875 1.007812 0.969864 
0.146875 1.012500 0.969551 
0.146875 1.017187 0.969236 
0.146875 1.021875 0.968918 
0.146875 1.026563 0.968598 
0.146875 1.031250 0.968276 
0.146875 1.035937 0.967951 
0.146875 1.040625 0.967624 
0.146875 1.045312 0.967294 
0.146875 1.050000 0.966962 
0.146875 1.054688 0.966628 
0.146875 1.059375 0.966291 
0.146875 1.064062 0.965952 
0.146875 1.068750 0.965610 
0.146875 1.073438 0.965265 
0.146875 1.078125 0.964918 
0.146875 1.082812 0.964568 
0.146875 1.087500 0.964216 
0.146875 1.092187 0.963861 
0.146875 1.096875 0.963504 
0.146875 1.101562 0.963144 
0.146875 1.106250 0.962781 
0.146875 1.110937 0.962415 
0.146875 1.115625 0.962047 
0.146875 1.120313 0.961677 
0.146875 1.125000 0.961303 
0.146875 1.129687 0.960927 
0.146875 1.134375 0.960547 
0.146875 1.139062 0.960166 
0.146875 1.143750 0.959781 
0.146875 1.148438 0.959393 
0.146875 1.153125 0.959003 
0.146875 1.157812 0.958610 
0.146875 1.162500 0.958213 
0.146875 1.167188 0.957814 
0.146875 1.171875 0.957412 
0.146875 1.176562 0.957007 
0.146875 1.181250 0.956599 
0.146875 1.185937 0.956188 
0.146875 1.190625 0.955774 
0.146875 1.195312 0.955357 
0.146875 1.200000 0.954937 
0.150000 0.004687 0.999803 
0.150000 0.009375 0.999783 
0.150000 0.014062 0.999762 
0.150000 0.018750 0.999740 
0.150000 0.023438 0.999717 
0.150000 0.028125 0.999694 
0.150000 0.032813 0.999670 
0.150000 0.037500 0.999645 
0.150000 0.042187 0.999619 
0.150000 0.046875 0.999593 
0.150000 0.051562 0.999565 
0.150000 0.056250 0.999537 
0.150000 0.060937 0.999508 
0.150000 0.065625 0.999478 
0.150000 0.070312 0.999448 
0.150000 0.075000 0.999416 
0.150000 0.079687 0.999384 
0.150000 0.084375 0.999351 
0.150000 0.089063 0.999317 
0.150000 0.093750 0.999282 
0.150000 0.098437 0.999246 
0.150000 0.103125 0.999210 
0.150000 0.107812 0.999172 
0.150000 0.112500 0.999134 
0.150000 0.117188 0.999095 
0.150000 0.121875 0.999055 
0.150000 0.126562 0.999014 
0.150000 0.131250 0.998973 
0.150000 0.135937 0.998930 
0.150000 0.140625 0.998887 
0.150000 0.145312 0.998843 
0.150000 0.150000 0.998797 
0.150000 0.154688 0.998751 
0.150000 0.159375 0.998704 
0.150000 0.164062 0.998657 
0.150000 0.168750 0.998608 
0.150000 0.173437 0.998558 
0.150000 0.178125 0.998508 
0.150000 0.182812 0.998456 
0.150000 0.187500 0.998404 
0.150000 0.192187 0.998350 
0.150000 0.196875 0.998296 
0.150000 0.201563 0.998241 
0.150000 0.206250 0.998185 
0.150000 0.210938 0.998128 
0.150000 0.215625 0.998070 
0.150000 0.220312 0.998011 
0.150000 0.225000 0.997951 
0.150000 0.229687 0.997890 
0.150000 0.234375 0.997828 
0.150000 0.239062 0.997765 
0.150000 0.243750 0.997702 
0.150000 0.248437 0.997637 
0.150000 0.253125 0.997571 
0.150000 0.257812 0.997505 
0.150000 0.262500 0.997437 
0.150000 0.267187 0.997368 
0.150000 0.271875 0.997299 
0.150000 0.276562 0.997228 
0.150000 0.281250 0.997156 
0.150000 0.285938 0.997084 
0.150000 0.290625 0.997010 
0.150000 0.295312 0.996935 
0.150000 0.300000 0.996860 
0.150000 0.304688 0.996783 
0.150000 0.309375 0.996705 
0.150000 0.314062 0.996626 
0.150000 0.318750 0.996547 
0.150000 0.323437 0.996466 
0.150000 0.328125 0.996384 
0.150000 0.332813 0.996301 
0.150000 0.337500 0.996217 
0.150000 0.342187 0.996131 
0.150000 0.346875 0.996045 
0.150000 0.351562 0.995958 
0.150000 0.356250 0.995870 
0.150000 0.360937 0.995780 
0.150000 0.365625 0.995689 
0.150000 0.370312 0.995598 
0.150000 0.375000 0.995505 
0.150000 0.379688 0.995411 
0.150000 0.384375 0.995316 
0.150000 0.389062 0.995220 
0.150000 0.393750 0.995123 
0.150000 0.398438 0.995025 
0.150000 0.403125 0.994925 
0.150000 0.407812 0.994824 
0.150000 0.412500 0.994723 
0.150000 0.417187 0.994620 
0.150000 0.421875 0.994516 
0.150000 0.426563 0.994410 
0.150000 0.431250 0.994304 
0.150000 0.435937 0.994196 
0.150000 0.440625 0.994088 
0.150000 0.445312 0.993978 
0.150000 0.450000 0.993867 
0.150000 0.454687 0.993754 
0.150000 0.459375 0.993641 
0.150000 0.464062 0.993526 
0.150000 0.468750 0.993410 
0.150000 0.473437 0.993293 
0.150000 0.478125 0.993174 
0.150000 0.482812 0.993055 
0.150000 0.487500 0.992934 
0.150000 0.492188 0.992812 
0.150000 0.496875 0.992688 
0.150000 0.501563 0.992564 
0.150000 0.506250 0.992438 
0.150000 0.510937 0.992311 
0.150000 0.515625 0.992182 
0.150000 0.520312 0.992053 
0.150000 0.525000 0.991922 
0.150000 0.529687 0.991789 
0.150000 0.534375 0.991656 
0.150000 0.539062 0.991521 
0.150000 0.543750 0.991385 
0.150000 0.548438 0.991247 
0.150000 0.553125 0.991108 
0.150000 0.557812 0.990968 
0.150000 0.562500 0.990826 
0.150000 0.567187 0.990683 
0.150000 0.571875 0.990539 
0.150000 0.576562 0.990394 
0.150000 0.581250 0.990247 
0.150000 0.585938 0.990098 
0.150000 0.590625 0.989948 
0.150000 0.595313 0.989797 
0.150000 0.600000 0.989645 
0.150000 0.604687 0.989491 
0.150000 0.609375 0.989335 
0.150000 0.614062 0.989179 
0.150000 0.618750 0.989020 
0.150000 0.623437 0.988861 
0.150000 0.628125 0.988700 
0.150000 0.632812 0.988537 
0.150000 0.637500 0.988373 
0.150000 0.642188 0.988208 
0.150000 0.646875 0.988041 
0.150000 0.651562 0.987872 
0.150000 0.656250 0.987703 
0.150000 0.660937 0.987531 
0.150000 0.665625 0.987358 
0.150000 0.670312 0.987184 
0.150000 0.675000 0.987008 
0.150000 0.679688 0.986830 
0.150000 0.684375 0.986651 
0.150000 0.689063 0.986471 
0.150000 0.693750 0.986289 
0.150000 0.698437 0.986105 
0.150000 0.703125 0.985920 
0.150000 0.707812 0.985733 
0.150000 0.712500 0.985545 
0.150000 0.717187 0.985355 
0.150000 0.721875 0.985163 
0.150000 0.726562 0.984970 
0.150000 0.731250 0.984775 
0.150000 0.735938 0.984579 
0.150000 0.740625 0.984381 
0.150000 0.745312 0.984181 
0.150000 0.750000 0.983979 
0.150000 0.754687 0.983776 
0.150000 0.759375 0.983572 
0.150000 0.764062 0.983365 
0.150000 0.768750 0.983157 
0.150000 0.773438 0.982947 
0.150000 0.778125 0.982736 
0.150000 0.782813 0.982522 
0.150000 0.787500 0.982307 
0.150000 0.792187 0.982091 
0.150000 0.796875 0.981872 
0.150000 0.801562 0.981652 
0.150000 0.806250 0.981430 
0.150000 0.810937 0.981206 
0.150000 0.815625 0.980980 
0.150000 0.820312 0.980753 
0.150000 0.825000 0.980524 
0.150000 0.829688 0.980293 
0.150000 0.834375 0.980060 
0.150000 0.839062 0.979825 
0.150000 0.843750 0.979589 
0.150000 0.848437 0.979350 
0.150000 0.853125 0.979110 
0.150000 0.857812 0.978867 
0.150000 0.862500 0.978623 
0.150000 0.867188 0.978377 
0.150000 0.871875 0.978129 
0.150000 0.876563 0.977879 
0.150000 0.881250 0.977628 
0.150000 0.885937 0.977374 
0.150000 0.890625 0.977118 
0.150000 0.895312 0.976860 
0.150000 0.900000 0.976600 
0.150000 0.904687 0.976339 
0.150000 0.909375 0.976075 
0.150000 0.914062 0.975809 
0.150000 0.918750 0.975541 
0.150000 0.923437 0.975271 
0.150000 0.928125 0.974999 
0.150000 0.932812 0.974725 
0.150000 0.937500 0.974449 
0.150000 0.942187 0.974171 
0.150000 0.946875 0.973890 
0.150000 0.951562 0.973608 
0.150000 0.956250 0.973323 
0.150000 0.960938 0.973036 
0.150000 0.965625 0.972748 
0.150000 0.970312 0.972456 
0.150000 0.975000 0.972163 
0.150000 0.979687 0.971867 
0.150000 0.984375 0.971570 
0.150000 0.989062 0.971270 
0.150000 0.993750 0.970967 
0.150000 0.998437 0.970663 
0.150000 1.003125 0.970356 
0.150000 1.007812 0.970047 
0.150000 1.012500 0.969735 
0.150000 1.017187 0.969421 
0.150000 1.021875 0.969105 
0.150000 1.026563 0.968787 
0.150000 1.031250 0.968466 
0.150000 1.035937 0.968142 
0.150000 1.040625 0.967817 
0.150000 1.045312 0.967489 
0.150000 1.050000 0.967158 
0.150000 1.054688 0.966825 
0.150000 1.059375 0.966490 
0.150000 1.064062 0.966152 
0.150000 1.068750 0.965811 
0.150000 1.073438 0.965468 
0.150000 1.078125 0.965123 
0.150000 1.082812 0.964774 
0.150000 1.087500 0.964424 
0.150000 1.092187 0.964070 
0.150000 1.096875 0.963714 
0.150000 1.101562 0.963356 
0.150000 1.106250 0.962995 
0.150000 1.110937 0.962631 
0.150000 1.115625 0.962265 
0.150000 1.120313 0.961895 
0.150000 1.125000 0.961523 
0.150000 1.129687 0.961149 
0.150000 1.134375 0.960771 
0.150000 1.139062 0.960391 
0.150000 1.143750 0.960008 
0.150000 1.148438 0.959622 
0.150000 1.153125 0.959233 
0.150000 1.157812 0.958842 
0.150000 1.162500 0.958447 
0.150000 1.167188 0.958050 
0.150000 1.171875 0.957650 
0.150000 1.176562 0.957247 
0.150000 1.181250 0.956840 
0.150000 1.185937 0.956431 
0.150000 1.190625 0.956019 
0.150000 1.195312 0.955604 
0.150000 1.200000 0.955185 
0.153125 0.004687 0.999813 
0.153125 0.009375 0.999793 
0.153125 0.014062 0.999773 
0.153125 0.018750 0.999751 
0.153125 0.023438 0.999729 
0.153125 0.028125 0.999706 
0.153125 0.032813 0.999683 
0.153125 0.037500 0.999658 
0.153125 0.042187 0.999633 
0.153125 0.046875 0.999607 
0.153125 0.051562 0.999580 
0.153125 0.056250 0.999552 
0.153125 0.060937 0.999524 
0.153125 0.065625 0.999494 
0.153125 0.070312 0.999464 
0.153125 0.075000 0.999433 
0.153125 0.079687 0.999401 
0.153125 0.084375 0.999369 
0.153125 0.089063 0.999335 
0.153125 0.093750 0.999301 
0.153125 0.098437 0.999266 
0.153125 0.103125 0.999230 
0.153125 0.107812 0.999193 
0.153125 0.112500 0.999155 
0.153125 0.117188 0.999117 
0.153125 0.121875 0.999077 
0.153125 0.126562 0.999037 
0.153125 0.131250 0.998996 
0.153125 0.135937 0.998954 
0.153125 0.140625 0.998911 
0.153125 0.145312 0.998867 
0.153125 0.150000 0.998823 
0.153125 0.154688 0.998777 
0.153125 0.159375 0.998731 
0.153125 0.164062 0.998683 
0.153125 0.168750 0.998635 
0.153125 0.173437 0.998586 
0.153125 0.178125 0.998536 
0.153125 0.182812 0.998485 
0.153125 0.187500 0.998433 
0.153125 0.192187 0.998380 
0.153125 0.196875 0.998327 
0.153125 0.201563 0.998272 
0.153125 0.206250 0.998216 
0.153125 0.210938 0.998160 
0.153125 0.215625 0.998103 
0.153125 0.220312 0.998044 
0.153125 0.225000 0.997985 
0.153125 0.229687 0.997925 
0.153125 0.234375 0.997863 
0.153125 0.239062 0.997801 
0.153125 0.243750 0.997738 
0.153125 0.248437 0.997674 
0.153125 0.253125 0.997609 
0.153125 0.257812 0.997543 
0.153125 0.262500 0.997476 
0.153125 0.267187 0.997407 
0.153125 0.271875 0.997338 
0.153125 0.276562 0.997268 
0.153125 0.281250 0.997197 
0.153125 0.285938 0.997125 
0.153125 0.290625 0.997052 
0.153125 0.295312 0.996978 
0.153125 0.300000 0.996903 
0.153125 0.304688 0.996827 
0.153125 0.309375 0.996750 
0.153125 0.314062 0.996672 
0.153125 0.318750 0.996592 
0.153125 0.323437 0.996512 
0.153125 0.328125 0.996431 
0.153125 0.332813 0.996348 
0.153125 0.337500 0.996265 
0.153125 0.342187 0.996180 
0.153125 0.346875 0.996095 
0.153125 0.351562 0.996008 
0.153125 0.356250 0.995920 
0.153125 0.360937 0.995831 
0.153125 0.365625 0.995742 
0.153125 0.370312 0.995651 
0.153125 0.375000 0.995558 
0.153125 0.379688 0.995465 
0.153125 0.384375 0.995371 
0.153125 0.389062 0.995275 
0.153125 0.393750 0.995179 
0.153125 0.398438 0.995081 
0.153125 0.403125 0.994982 
0.153125 0.407812 0.994883 
0.153125 0.412500 0.994781 
0.153125 0.417187 0.994679 
0.153125 0.421875 0.994576 
0.153125 0.426563 0.994471 
0.153125 0.431250 0.994365 
0.153125 0.435937 0.994259 
0.153125 0.440625 0.994151 
0.153125 0.445312 0.994041 
0.153125 0.450000 0.993931 
0.153125 0.454687 0.993819 
0.153125 0.459375 0.993706 
0.153125 0.464062 0.993592 
0.153125 0.468750 0.993477 
0.153125 0.473437 0.993361 
0.153125 0.478125 0.993243 
0.153125 0.482812 0.993124 
0.153125 0.487500 0.993004 
0.153125 0.492188 0.992883 
0.153125 0.496875 0.992760 
0.153125 0.501563 0.992636 
0.153125 0.506250 0.992511 
0.153125 0.510937 0.992385 
0.153125 0.515625 0.992257 
0.153125 0.520312 0.992128 
0.153125 0.525000 0.991998 
0.153125 0.529687 0.991866 
0.153125 0.534375 0.991733 
0.153125 0.539062 0.991599 
0.153125 0.543750 0.991464 
0.153125 0.548438 0.991327 
0.153125 0.553125 0.991189 
0.153125 0.557812 0.991049 
0.153125 0.562500 0.990909 
0.153125 0.567187 0.990766 
0.153125 0.571875 0.990623 
0.153125 0.576562 0.990478 
0.153125 0.581250 0.990332 
0.153125 0.585938 0.990185 
0.153125 0.590625 0.990035 
0.153125 0.595313 0.989885 
0.153125 0.600000 0.989733 
0.153125 0.604687 0.989580 
0.153125 0.609375 0.989426 
0.153125 0.614062 0.989270 
0.153125 0.618750 0.989113 
0.153125 0.623437 0.988954 
0.153125 0.628125 0.988794 
0.153125 0.632812 0.988632 
0.153125 0.637500 0.988469 
0.153125 0.642188 0.988304 
0.153125 0.646875 0.988138 
0.153125 0.651562 0.987971 
0.153125 0.656250 0.987802 
0.153125 0.660937 0.987631 
0.153125 0.665625 0.987459 
0.153125 0.670312 0.987286 
0.153125 0.675000 0.987111 
0.153125 0.679688 0.986934 
0.153125 0.684375 0.986756 
0.153125 0.689063 0.986576 
0.153125 0.693750 0.986395 
0.153125 0.698437 0.986212 
0.153125 0.703125 0.986028 
0.153125 0.707812 0.985842 
0.153125 0.712500 0.985655 
0.153125 0.717187 0.985466 
0.153125 0.721875 0.985275 
0.153125 0.726562 0.985083 
0.153125 0.731250 0.984889 
0.153125 0.735938 0.984694 
0.153125 0.740625 0.984496 
0.153125 0.745312 0.984298 
0.153125 0.750000 0.984097 
0.153125 0.754687 0.983895 
0.153125 0.759375 0.983691 
0.153125 0.764062 0.983486 
0.153125 0.768750 0.983279 
0.153125 0.773438 0.983070 
0.153125 0.778125 0.982860 
0.153125 0.782813 0.982647 
0.153125 0.787500 0.982433 
0.153125 0.792187 0.982218 
0.153125 0.796875 0.982000 
0.153125 0.801562 0.981781 
0.153125 0.806250 0.981560 
0.153125 0.810937 0.981337 
0.153125 0.815625 0.981113 
0.153125 0.820312 0.980886 
0.153125 0.825000 0.980658 
0.153125 0.829688 0.980428 
