deltaH: 0.312500
0.175000 0.750000 0.992691 
0.175000 0.768750 0.992160 
0.175000 0.787500 0.991605 
0.175000 0.806250 0.991027 
0.175000 0.825000 0.990424 
0.175000 0.843750 0.989796 
0.175000 0.862500 0.989142 
0.175000 0.881250 0.988462 
0.175000 0.900000 0.987755 
0.175000 0.918750 0.987021 
0.175000 0.937500 0.986258 
0.175000 0.956250 0.985467 
0.175000 0.975000 0.984645 
0.175000 0.993750 0.983793 
0.175000 1.012500 0.982910 
0.175000 1.031250 0.981994 
0.175000 1.050000 0.981046 
0.175000 1.068750 0.980063 
0.175000 1.087500 0.979045 
0.175000 1.106250 0.977992 
0.175000 1.125000 0.976901 
0.175000 1.143750 0.975773 
0.175000 1.162500 0.974605 
0.175000 1.181250 0.973397 
0.175000 1.200000 0.972147 
0.187500 0.018750 0.999560 
0.187500 0.037500 0.999647 
0.187500 0.056250 0.999723 
0.187500 0.075000 0.999789 
0.187500 0.093750 0.999844 
0.187500 0.112500 0.999888 
0.187500 0.131250 0.999921 
0.187500 0.150000 0.999942 
0.187500 0.168750 0.999952 
0.187500 0.187500 0.999950 
0.187500 0.206250 0.999935 
0.187500 0.225000 0.999908 
0.187500 0.243750 0.999869 
0.187500 0.262500 0.999817 
0.187500 0.281250 0.999751 
0.187500 0.300000 0.999673 
0.187500 0.318750 0.999580 
0.187500 0.337500 0.999474 
0.187500 0.356250 0.999354 
0.187500 0.375000 0.999219 
0.187500 0.393750 0.999070 
0.187500 0.412500 0.998905 
0.187500 0.431250 0.998726 
0.187500 0.450000 0.998530 
0.187500 0.468750 0.998319 
0.187500 0.487500 0.998092 
0.187500 0.506250 0.997847 
0.187500 0.525000 0.997586 
0.187500 0.543750 0.997308 
0.187500 0.562500 0.997012 
0.187500 0.581250 0.996698 
0.187500 0.600000 0.996366 
0.187500 0.618750 0.996014 
0.187500 0.637500 0.995644 
0.187500 0.656250 0.995253 
0.187500 0.675000 0.994843 
0.187500 0.693750 0.994412 
0.187500 0.712500 0.993961 
0.187500 0.731250 0.993487 
0.187500 0.750000 0.992992 
0.187500 0.768750 0.992474 
0.187500 0.787500 0.991934 
0.187500 0.806250 0.991369 
0.187500 0.825000 0.990781 
0.187500 0.843750 0.990168 
0.187500 0.862500 0.989530 
0.187500 0.881250 0.988866 
0.187500 0.900000 0.988175 
0.187500 0.918750 0.987457 
0.187500 0.937500 0.986711 
0.187500 0.956250 0.985937 
0.187500 0.975000 0.985134 
0.187500 0.993750 0.984300 
0.187500 1.012500 0.983435 
0.187500 1.031250 0.982539 
0.187500 1.050000 0.981611 
0.187500 1.068750 0.980648 
0.187500 1.087500 0.979652 
0.187500 1.106250 0.978620 
0.187500 1.125000 0.977552 
0.187500 1.143750 0.976446 
0.187500 1.162500 0.975302 
0.187500 1.181250 0.974118 
0.187500 1.200000 0.972893 
0.200000 0.018750 0.999499 
0.200000 0.037500 0.999593 
0.200000 0.056250 0.999675 
0.200000 0.075000 0.999748 
0.200000 0.093750 0.999809 
0.200000 0.112500 0.999860 
0.200000 0.131250 0.999899 
0.200000 0.150000 0.999927 
0.200000 0.168750 0.999944 
0.200000 0.187500 0.999948 
0.200000 0.206250 0.999941 
0.200000 0.225000 0.999922 
0.200000 0.243750 0.999890 
0.200000 0.262500 0.999845 
0.200000 0.281250 0.999788 
0.200000 0.300000 0.999717 
0.200000 0.318750 0.999633 
0.200000 0.337500 0.999535 
0.200000 0.356250 0.999423 
0.200000 0.375000 0.999297 
0.200000 0.393750 0.999156 
0.200000 0.412500 0.999001 
0.200000 0.431250 0.998830 
0.200000 0.450000 0.998644 
0.200000 0.468750 0.998442 
0.200000 0.487500 0.998225 
0.200000 0.506250 0.997990 
0.200000 0.525000 0.997739 
0.200000 0.543750 0.997471 
0.200000 0.562500 0.997186 
0.200000 0.581250 0.996883 
0.200000 0.600000 0.996561 
0.200000 0.618750 0.996221 
0.200000 0.637500 0.995862 
0.200000 0.656250 0.995483 
0.200000 0.675000 0.995085 
0.200000 0.693750 0.994667 
0.200000 0.712500 0.994227 
0.200000 0.731250 0.993767 
0.200000 0.750000 0.993285 
0.200000 0.768750 0.992781 
0.200000 0.787500 0.992254 
0.200000 0.806250 0.991703 
0.200000 0.825000 0.991129 
0.200000 0.843750 0.990531 
0.200000 0.862500 0.989908 
0.200000 0.881250 0.989260 
0.200000 0.900000 0.988585 
0.200000 0.918750 0.987883 
0.200000 0.937500 0.987154 
0.200000 0.956250 0.986397 
0.200000 0.975000 0.985611 
0.200000 0.993750 0.984796 
0.200000 1.012500 0.983950 
0.200000 1.031250 0.983072 
0.200000 1.050000 0.982163 
0.200000 1.068750 0.981221 
0.200000 1.087500 0.980245 
0.200000 1.106250 0.979235 
0.200000 1.125000 0.978188 
0.200000 1.143750 0.977105 
0.200000 1.162500 0.975984 
0.200000 1.181250 0.974824 
0.200000 1.200000 0.973624 
0.212500 0.018750 0.999435 
0.212500 0.037500 0.999535 
0.212500 0.056250 0.999624 
0.212500 0.075000 0.999702 
0.212500 0.093750 0.999770 
0.212500 0.112500 0.999827 
0.212500 0.131250 0.999873 
0.212500 0.150000 0.999908 
0.212500 0.168750 0.999931 
0.212500 0.187500 0.999943 
0.212500 0.206250 0.999943 
0.212500 0.225000 0.999931 
0.212500 0.243750 0.999906 
0.212500 0.262500 0.999869 
0.212500 0.281250 0.999819 
0.212500 0.300000 0.999756 
0.212500 0.318750 0.999680 
0.212500 0.337500 0.999590 
0.212500 0.356250 0.999487 
0.212500 0.375000 0.999369 
0.212500 0.393750 0.999237 
0.212500 0.412500 0.999091 
0.212500 0.431250 0.998929 
0.212500 0.450000 0.998752 
0.212500 0.468750 0.998560 
0.212500 0.487500 0.998352 
0.212500 0.506250 0.998127 
0.212500 0.525000 0.997886 
0.212500 0.543750 0.997628 
0.212500 0.562500 0.997353 
0.212500 0.581250 0.997061 
0.212500 0.600000 0.996750 
0.212500 0.618750 0.996421 
0.212500 0.637500 0.996073 
0.212500 0.656250 0.995706 
0.212500 0.675000 0.995320 
0.212500 0.693750 0.994913 
0.212500 0.712500 0.994487 
0.212500 0.731250 0.994039 
0.212500 0.750000 0.993570 
0.212500 0.768750 0.993079 
0.212500 0.787500 0.992565 
0.212500 0.806250 0.992029 
0.212500 0.825000 0.991469 
0.212500 0.843750 0.990886 
0.212500 0.862500 0.990277 
0.212500 0.881250 0.989644 
0.212500 0.900000 0.988985 
0.212500 0.918750 0.988300 
0.212500 0.937500 0.987587 
0.212500 0.956250 0.986847 
0.212500 0.975000 0.986078 
0.212500 0.993750 0.985280 
0.212500 1.012500 0.984453 
0.212500 1.031250 0.983594 
0.212500 1.050000 0.982704 
0.212500 1.068750 0.981782 
0.212500 1.087500 0.980826 
0.212500 1.106250 0.979837 
0.212500 1.125000 0.978812 
0.212500 1.143750 0.977751 
0.212500 1.162500 0.976653 
0.212500 1.181250 0.975516 
0.212500 1.200000 0.974341 
0.225000 0.018750 0.999368 
0.225000 0.037500 0.999473 
0.225000 0.056250 0.999568 
0.225000 0.075000 0.999653 
0.225000 0.093750 0.999727 
0.225000 0.112500 0.999790 
0.225000 0.131250 0.999843 
0.225000 0.150000 0.999884 
0.225000 0.168750 0.999915 
0.225000 0.187500 0.999933 
0.225000 0.206250 0.999940 
0.225000 0.225000 0.999935 
0.225000 0.243750 0.999918 
0.225000 0.262500 0.999888 
0.225000 0.281250 0.999846 
0.225000 0.300000 0.999791 
0.225000 0.318750 0.999723 
0.225000 0.337500 0.999641 
0.225000 0.356250 0.999546 
0.225000 0.375000 0.999436 
0.225000 0.393750 0.999313 
0.225000 0.412500 0.999175 
0.225000 0.431250 0.999022 
0.225000 0.450000 0.998855 
0.225000 0.468750 0.998672 
0.225000 0.487500 0.998473 
0.225000 0.506250 0.998258 
0.225000 0.525000 0.998027 
0.225000 0.543750 0.997779 
0.225000 0.562500 0.997514 
0.225000 0.581250 0.997232 
0.225000 0.600000 0.996932 
0.225000 0.618750 0.996614 
0.225000 0.637500 0.996278 
0.225000 0.656250 0.995922 
0.225000 0.675000 0.995548 
0.225000 0.693750 0.995153 
0.225000 0.712500 0.994738 
0.225000 0.731250 0.994303 
0.225000 0.750000 0.993847 
0.225000 0.768750 0.993369 
0.225000 0.787500 0.992869 
0.225000 0.806250 0.992346 
0.225000 0.825000 0.991801 
0.225000 0.843750 0.991231 
0.225000 0.862500 0.990638 
0.225000 0.881250 0.990019 
0.225000 0.900000 0.989376 
0.225000 0.918750 0.988706 
0.225000 0.937500 0.988010 
0.225000 0.956250 0.987286 
0.225000 0.975000 0.986535 
0.225000 0.993750 0.985754 
0.225000 1.012500 0.984945 
0.225000 1.031250 0.984105 
0.225000 1.050000 0.983234 
0.225000 1.068750 0.982331 
0.225000 1.087500 0.981395 
0.225000 1.106250 0.980426 
0.225000 1.125000 0.979423 
0.225000 1.143750 0.978383 
0.225000 1.162500 0.977308 
0.225000 1.181250 0.976194 
0.225000 1.200000 0.975042 
0.237500 0.018750 0.999297 
0.237500 0.037500 0.999408 
0.237500 0.056250 0.999509 
0.237500 0.075000 0.999600 
0.237500 0.093750 0.999680 
0.237500 0.112500 0.999750 
0.237500 0.131250 0.999809 
0.237500 0.150000 0.999857 
0.237500 0.168750 0.999894 
0.237500 0.187500 0.999919 
0.237500 0.206250 0.999933 
0.237500 0.225000 0.999935 
0.237500 0.243750 0.999925 
0.237500 0.262500 0.999903 
0.237500 0.281250 0.999868 
0.237500 0.300000 0.999821 
0.237500 0.318750 0.999761 
0.237500 0.337500 0.999687 
0.237500 0.356250 0.999600 
0.237500 0.375000 0.999499 
0.237500 0.393750 0.999384 
0.237500 0.412500 0.999254 
0.237500 0.431250 0.999110 
0.237500 0.450000 0.998952 
0.237500 0.468750 0.998778 
0.237500 0.487500 0.998588 
0.237500 0.506250 0.998383 
0.237500 0.525000 0.998162 
0.237500 0.543750 0.997924 
0.237500 0.562500 0.997669 
0.237500 0.581250 0.997397 
0.237500 0.600000 0.997108 
0.237500 0.618750 0.996801 
0.237500 0.637500 0.996475 
0.237500 0.656250 0.996131 
0.237500 0.675000 0.995768 
0.237500 0.693750 0.995385 
0.237500 0.712500 0.994983 
0.237500 0.731250 0.994560 
0.237500 0.750000 0.994116 
0.237500 0.768750 0.993651 
0.237500 0.787500 0.993164 
0.237500 0.806250 0.992655 
0.237500 0.825000 0.992123 
0.237500 0.843750 0.991568 
0.237500 0.862500 0.990989 
0.237500 0.881250 0.990386 
0.237500 0.900000 0.989757 
0.237500 0.918750 0.989103 
0.237500 0.937500 0.988423 
0.237500 0.956250 0.987716 
0.237500 0.975000 0.986981 
0.237500 0.993750 0.986218 
0.237500 1.012500 0.985426 
0.237500 1.031250 0.984604 
0.237500 1.050000 0.983752 
0.237500 1.068750 0.982868 
0.237500 1.087500 0.981952 
0.237500 1.106250 0.981003 
0.237500 1.125000 0.980020 
0.237500 1.143750 0.979003 
0.237500 1.162500 0.977949 
0.237500 1.181250 0.976858 
0.237500 1.200000 0.975730 
0.250000 0.018750 0.999222 
0.250000 0.037500 0.999339 
0.250000 0.056250 0.999446 
0.250000 0.075000 0.999543 
0.250000 0.093750 0.999629 
0.250000 0.112500 0.999706 
0.250000 0.131250 0.999771 
0.250000 0.150000 0.999826 
0.250000 0.168750 0.999869 
0.250000 0.187500 0.999901 
0.250000 0.206250 0.999922 
0.250000 0.225000 0.999931 
0.250000 0.243750 0.999928 
0.250000 0.262500 0.999914 
0.250000 0.281250 0.999886 
0.250000 0.300000 0.999846 
0.250000 0.318750 0.999794 
0.250000 0.337500 0.999728 
0.250000 0.356250 0.999649 
0.250000 0.375000 0.999556 
0.250000 0.393750 0.999449 
0.250000 0.412500 0.999328 
0.250000 0.431250 0.999193 
0.250000 0.450000 0.999043 
0.250000 0.468750 0.998878 
0.250000 0.487500 0.998698 
0.250000 0.506250 0.998502 
0.250000 0.525000 0.998291 
0.250000 0.543750 0.998063 
0.250000 0.562500 0.997818 
0.250000 0.581250 0.997556 
0.250000 0.600000 0.997278 
0.250000 0.618750 0.996981 
0.250000 0.637500 0.996666 
0.250000 0.656250 0.996333 
0.250000 0.675000 0.995982 
0.250000 0.693750 0.995611 
0.250000 0.712500 0.995220 
0.250000 0.731250 0.994809 
0.250000 0.750000 0.994378 
0.250000 0.768750 0.993926 
0.250000 0.787500 0.993452 
0.250000 0.806250 0.992956 
0.250000 0.825000 0.992438 
0.250000 0.843750 0.991897 
0.250000 0.862500 0.991332 
0.250000 0.881250 0.990743 
0.250000 0.900000 0.990130 
0.250000 0.918750 0.989491 
0.250000 0.937500 0.988826 
0.250000 0.956250 0.988135 
0.250000 0.975000 0.987417 
0.250000 0.993750 0.986671 
0.250000 1.012500 0.985896 
0.250000 1.031250 0.985092 
0.250000 1.050000 0.984258 
0.250000 1.068750 0.983394 
0.250000 1.087500 0.982497 
0.250000 1.106250 0.981568 
0.250000 1.125000 0.980606 
0.250000 1.143750 0.979609 
0.250000 1.162500 0.978577 
0.250000 1.181250 0.977509 
0.250000 1.200000 0.976403 
0.262500 0.018750 0.999144 
0.262500 0.037500 0.999267 
0.262500 0.056250 0.999379 
0.262500 0.075000 0.999482 
0.262500 0.093750 0.999575 
0.262500 0.112500 0.999657 
0.262500 0.131250 0.999729 
0.262500 0.150000 0.999790 
0.262500 0.168750 0.999840 
0.262500 0.187500 0.999879 
0.262500 0.206250 0.999907 
0.262500 0.225000 0.999923 
0.262500 0.243750 0.999927 
0.262500 0.262500 0.999919 
0.262500 0.281250 0.999900 
0.262500 0.300000 0.999867 
0.262500 0.318750 0.999822 
0.262500 0.337500 0.999764 
0.262500 0.356250 0.999693 
0.262500 0.375000 0.999608 
0.262500 0.393750 0.999510 
0.262500 0.412500 0.999397 
0.262500 0.431250 0.999271 
0.262500 0.450000 0.999130 
0.262500 0.468750 0.998974 
0.262500 0.487500 0.998803 
0.262500 0.506250 0.998616 
0.262500 0.525000 0.998414 
0.262500 0.543750 0.998195 
0.262500 0.562500 0.997961 
0.262500 0.581250 0.997709 
0.262500 0.600000 0.997441 
0.262500 0.618750 0.997155 
0.262500 0.637500 0.996851 
0.262500 0.656250 0.996529 
0.262500 0.675000 0.996188 
0.262500 0.693750 0.995829 
0.262500 0.712500 0.995450 
0.262500 0.731250 0.995051 
0.262500 0.750000 0.994632 
0.262500 0.768750 0.994192 
0.262500 0.787500 0.993731 
0.262500 0.806250 0.993249 
0.262500 0.825000 0.992744 
0.262500 0.843750 0.992217 
0.262500 0.862500 0.991666 
0.262500 0.881250 0.991092 
0.262500 0.900000 0.990493 
0.262500 0.918750 0.989869 
0.262500 0.937500 0.989220 
0.262500 0.956250 0.988545 
0.262500 0.975000 0.987843 
0.262500 0.993750 0.987114 
0.262500 1.012500 0.986356 
0.262500 1.031250 0.985570 
0.262500 1.050000 0.984754 
0.262500 1.068750 0.983908 
0.262500 1.087500 0.983030 
0.262500 1.106250 0.982121 
0.262500 1.125000 0.981179 
0.262500 1.143750 0.980203 
0.262500 1.162500 0.979192 
0.262500 1.181250 0.978145 
0.262500 1.200000 0.977062 
0.275000 0.018750 0.999062 
0.275000 0.037500 0.999191 
0.275000 0.056250 0.999309 
0.275000 0.075000 0.999418 
0.275000 0.093750 0.999517 
0.275000 0.112500 0.999605 
0.275000 0.131250 0.999683 
0.275000 0.150000 0.999751 
0.275000 0.168750 0.999807 
0.275000 0.187500 0.999853 
0.275000 0.206250 0.999887 
0.275000 0.225000 0.999910 
0.275000 0.243750 0.999922 
0.275000 0.262500 0.999921 
0.275000 0.281250 0.999908 
0.275000 0.300000 0.999883 
0.275000 0.318750 0.999846 
0.275000 0.337500 0.999796 
0.275000 0.356250 0.999732 
0.275000 0.375000 0.999655 
0.275000 0.393750 0.999565 
0.275000 0.412500 0.999461 
0.275000 0.431250 0.999343 
0.275000 0.450000 0.999211 
0.275000 0.468750 0.999063 
0.275000 0.487500 0.998901 
0.275000 0.506250 0.998724 
0.275000 0.525000 0.998531 
0.275000 0.543750 0.998322 
0.275000 0.562500 0.998097 
0.275000 0.581250 0.997856 
0.275000 0.600000 0.997598 
0.275000 0.618750 0.997322 
0.275000 0.637500 0.997029 
0.275000 0.656250 0.996718 
0.275000 0.675000 0.996388 
0.275000 0.693750 0.996040 
0.275000 0.712500 0.995673 
0.275000 0.731250 0.995286 
0.275000 0.750000 0.994879 
0.275000 0.768750 0.994452 
0.275000 0.787500 0.994003 
0.275000 0.806250 0.993534 
0.275000 0.825000 0.993042 
0.275000 0.843750 0.992528 
0.275000 0.862500 0.991992 
0.275000 0.881250 0.991431 
0.275000 0.900000 0.990847 
0.275000 0.918750 0.990239 
0.275000 0.937500 0.989605 
0.275000 0.956250 0.988945 
0.275000 0.975000 0.988260 
0.275000 0.993750 0.987547 
0.275000 1.012500 0.986806 
0.275000 1.031250 0.986037 
0.275000 1.050000 0.985239 
0.275000 1.068750 0.984411 
0.275000 1.087500 0.983552 
0.275000 1.106250 0.982662 
0.275000 1.125000 0.981740 
0.275000 1.143750 0.980784 
0.275000 1.162500 0.979794 
0.275000 1.181250 0.978769 
0.275000 1.200000 0.977708 
0.287500 0.018750 0.998977 
0.287500 0.037500 0.999111 
0.287500 0.056250 0.999236 
0.287500 0.075000 0.999350 
0.287500 0.093750 0.999455 
0.287500 0.112500 0.999550 
0.287500 0.131250 0.999634 
0.287500 0.150000 0.999708 
0.287500 0.168750 0.999771 
0.287500 0.187500 0.999823 
0.287500 0.206250 0.999864 
0.287500 0.225000 0.999894 
0.287500 0.243750 0.999912 
0.287500 0.262500 0.999918 
0.287500 0.281250 0.999913 
0.287500 0.300000 0.999895 
0.287500 0.318750 0.999865 
0.287500 0.337500 0.999822 
0.287500 0.356250 0.999767 
0.287500 0.375000 0.999698 
0.287500 0.393750 0.999616 
0.287500 0.412500 0.999520 
0.287500 0.431250 0.999410 
0.287500 0.450000 0.999286 
0.287500 0.468750 0.999148 
0.287500 0.487500 0.998995 
0.287500 0.506250 0.998827 
0.287500 0.525000 0.998643 
0.287500 0.543750 0.998444 
0.287500 0.562500 0.998228 
0.287500 0.581250 0.997997 
0.287500 0.600000 0.997748 
0.287500 0.618750 0.997483 
0.287500 0.637500 0.997200 
0.287500 0.656250 0.996900 
0.287500 0.675000 0.996582 
0.287500 0.693750 0.996245 
0.287500 0.712500 0.995889 
0.287500 0.731250 0.995513 
0.287500 0.750000 0.995118 
0.287500 0.768750 0.994703 
0.287500 0.787500 0.994268 
0.287500 0.806250 0.993811 
0.287500 0.825000 0.993332 
0.287500 0.843750 0.992832 
0.287500 0.862500 0.992309 
0.287500 0.881250 0.991763 
0.287500 0.900000 0.991193 
0.287500 0.918750 0.990599 
0.287500 0.937500 0.989980 
0.287500 0.956250 0.989336 
0.287500 0.975000 0.988666 
0.287500 0.993750 0.987970 
0.287500 1.012500 0.987246 
0.287500 1.031250 0.986494 
0.287500 1.050000 0.985713 
0.287500 1.068750 0.984903 
0.287500 1.087500 0.984063 
0.287500 1.106250 0.983192 
0.287500 1.125000 0.982288 
0.287500 1.143750 0.981353 
0.287500 1.162500 0.980383 
0.287500 1.181250 0.979380 
0.287500 1.200000 0.978340 
0.300000 0.018750 0.998889 
0.300000 0.037500 0.999029 
0.300000 0.056250 0.999159 
0.300000 0.075000 0.999279 
0.300000 0.093750 0.999390 
0.300000 0.112500 0.999490 
0.300000 0.131250 0.999581 
0.300000 0.150000 0.999661 
0.300000 0.168750 0.999730 
0.300000 0.187500 0.999789 
0.300000 0.206250 0.999836 
0.300000 0.225000 0.999873 
0.300000 0.243750 0.999898 
0.300000 0.262500 0.999911 
0.300000 0.281250 0.999913 
0.300000 0.300000 0.999902 
0.300000 0.318750 0.999880 
0.300000 0.337500 0.999845 
0.300000 0.356250 0.999797 
0.300000 0.375000 0.999736 
0.300000 0.393750 0.999661 
0.300000 0.412500 0.999574 
0.300000 0.431250 0.999472 
0.300000 0.450000 0.999357 
0.300000 0.468750 0.999227 
0.300000 0.487500 0.999083 
0.300000 0.506250 0.998923 
0.300000 0.525000 0.998749 
0.300000 0.543750 0.998559 
0.300000 0.562500 0.998353 
0.300000 0.581250 0.998131 
0.300000 0.600000 0.997893 
0.300000 0.618750 0.997638 
0.300000 0.637500 0.997366 
0.300000 0.656250 0.997076 
0.300000 0.675000 0.996768 
0.300000 0.693750 0.996442 
0.300000 0.712500 0.996098 
0.300000 0.731250 0.995734 
0.300000 0.750000 0.995351 
0.300000 0.768750 0.994948 
0.300000 0.787500 0.994524 
0.300000 0.806250 0.994080 
0.300000 0.825000 0.993615 
0.300000 0.843750 0.993127 
0.300000 0.862500 0.992618 
0.300000 0.881250 0.992085 
0.300000 0.900000 0.991530 
0.300000 0.918750 0.990950 
0.300000 0.937500 0.990347 
0.300000 0.956250 0.989718 
0.300000 0.975000 0.989063 
0.300000 0.993750 0.988383 
0.300000 1.012500 0.987675 
0.300000 1.031250 0.986940 
0.300000 1.050000 0.986177 
0.300000 1.068750 0.985384 
0.300000 1.087500 0.984562 
0.300000 1.106250 0.983710 
0.300000 1.125000 0.982826 
0.300000 1.143750 0.981910 
0.300000 1.162500 0.980960 
0.300000 1.181250 0.979977 
0.300000 1.200000 0.978960 
0.312500 0.018750 0.998797 
0.312500 0.037500 0.998942 
0.312500 0.056250 0.999078 
0.312500 0.075000 0.999204 
0.312500 0.093750 0.999321 
0.312500 0.112500 0.999427 
0.312500 0.131250 0.999524 
0.312500 0.150000 0.999610 
0.312500 0.168750 0.999686 
0.312500 0.187500 0.999751 
0.312500 0.206250 0.999805 
0.312500 0.225000 0.999848 
0.312500 0.243750 0.999880 
0.312500 0.262500 0.999900 
0.312500 0.281250 0.999909 
0.312500 0.300000 0.999905 
0.312500 0.318750 0.999890 
0.312500 0.337500 0.999862 
0.312500 0.356250 0.999822 
0.312500 0.375000 0.999769 
0.312500 0.393750 0.999702 
0.312500 0.412500 0.999623 
0.312500 0.431250 0.999529 
0.312500 0.450000 0.999422 
0.312500 0.468750 0.999301 
0.312500 0.487500 0.999165 
0.312500 0.506250 0.999015 
0.312500 0.525000 0.998850 
0.312500 0.543750 0.998669 
0.312500 0.562500 0.998473 
0.312500 0.581250 0.998260 
0.312500 0.600000 0.998032 
0.312500 0.618750 0.997787 
0.312500 0.637500 0.997525 
0.312500 0.656250 0.997245 
0.312500 0.675000 0.996948 
0.312500 0.693750 0.996633 
0.312500 0.712500 0.996300 
0.312500 0.731250 0.995947 
0.312500 0.750000 0.995576 
0.312500 0.768750 0.995185 
0.312500 0.787500 0.994774 
0.312500 0.806250 0.994342 
0.312500 0.825000 0.993889 
0.312500 0.843750 0.993415 
0.312500 0.862500 0.992919 
0.312500 0.881250 0.992400 
0.312500 0.900000 0.991858 
0.312500 0.918750 0.991293 
0.312500 0.937500 0.990704 
0.312500 0.956250 0.990090 
0.312500 0.975000 0.989451 
0.312500 0.993750 0.988786 
0.312500 1.012500 0.988095 
0.312500 1.031250 0.987376 
0.312500 1.050000 0.986630 
0.312500 1.068750 0.985855 
0.312500 1.087500 0.985051 
0.312500 1.106250 0.984216 
0.312500 1.125000 0.983351 
0.312500 1.143750 0.982455 
0.312500 1.162500 0.981525 
0.312500 1.181250 0.980563 
0.312500 1.200000 0.979566 
0.325000 0.018750 0.998702 
0.325000 0.037500 0.998853 
0.325000 0.056250 0.998994 
0.325000 0.075000 0.999126 
0.325000 0.093750 0.999248 
0.325000 0.112500 0.999361 
0.325000 0.131250 0.999463 
0.325000 0.150000 0.999555 
0.325000 0.168750 0.999637 
0.325000 0.187500 0.999709 
0.325000 0.206250 0.999769 
0.325000 0.225000 0.999819 
0.325000 0.243750 0.999857 
0.325000 0.262500 0.999885 
0.325000 0.281250 0.999900 
0.325000 0.300000 0.999904 
0.325000 0.318750 0.999896 
0.325000 0.337500 0.999875 
0.325000 0.356250 0.999842 
0.325000 0.375000 0.999797 
0.325000 0.393750 0.999738 
0.325000 0.412500 0.999667 
0.325000 0.431250 0.999582 
0.325000 0.450000 0.999483 
0.325000 0.468750 0.999370 
0.325000 0.487500 0.999243 
0.325000 0.506250 0.999101 
0.325000 0.525000 0.998945 
0.325000 0.543750 0.998773 
0.325000 0.562500 0.998586 
0.325000 0.581250 0.998383 
0.325000 0.600000 0.998165 
0.325000 0.618750 0.997929 
0.325000 0.637500 0.997677 
0.325000 0.656250 0.997408 
0.325000 0.675000 0.997122 
0.325000 0.693750 0.996818 
0.325000 0.712500 0.996495 
0.325000 0.731250 0.996154 
0.325000 0.750000 0.995794 
0.325000 0.768750 0.995415 
0.325000 0.787500 0.995015 
0.325000 0.806250 0.994596 
0.325000 0.825000 0.994156 
0.325000 0.843750 0.993694 
0.325000 0.862500 0.993211 
0.325000 0.881250 0.992706 
0.325000 0.900000 0.992178 
0.325000 0.918750 0.991627 
0.325000 0.937500 0.991053 
0.325000 0.956250 0.990453 
0.325000 0.975000 0.989829 
0.325000 0.993750 0.989180 
0.325000 1.012500 0.988505 
0.325000 1.031250 0.987802 
0.325000 1.050000 0.987073 
0.325000 1.068750 0.986315 
0.325000 1.087500 0.985528 
0.325000 1.106250 0.984712 
0.325000 1.125000 0.983866 
0.325000 1.143750 0.982988 
0.325000 1.162500 0.982078 
0.325000 1.181250 0.981136 
0.325000 1.200000 0.980160 
0.337500 0.018750 0.998604 
0.337500 0.037500 0.998760 
0.337500 0.056250 0.998907 
0.337500 0.075000 0.999044 
0.337500 0.093750 0.999172 
0.337500 0.112500 0.999290 
0.337500 0.131250 0.999399 
0.337500 0.150000 0.999497 
0.337500 0.168750 0.999585 
0.337500 0.187500 0.999663 
0.337500 0.206250 0.999730 
0.337500 0.225000 0.999786 
0.337500 0.243750 0.999831 
0.337500 0.262500 0.999865 
0.337500 0.281250 0.999887 
0.337500 0.300000 0.999898 
0.337500 0.318750 0.999897 
0.337500 0.337500 0.999884 
0.337500 0.356250 0.999859 
0.337500 0.375000 0.999821 
0.337500 0.393750 0.999770 
0.337500 0.412500 0.999706 
0.337500 0.431250 0.999629 
0.337500 0.450000 0.999538 
0.337500 0.468750 0.999434 
0.337500 0.487500 0.999315 
0.337500 0.506250 0.999182 
0.337500 0.525000 0.999034 
0.337500 0.543750 0.998872 
0.337500 0.562500 0.998694 
0.337500 0.581250 0.998501 
0.337500 0.600000 0.998291 
0.337500 0.618750 0.998066 
0.337500 0.637500 0.997824 
0.337500 0.656250 0.997565 
0.337500 0.675000 0.997289 
0.337500 0.693750 0.996996 
0.337500 0.712500 0.996684 
0.337500 0.731250 0.996354 
0.337500 0.750000 0.996005 
0.337500 0.768750 0.995637 
0.337500 0.787500 0.995250 
0.337500 0.806250 0.994843 
0.337500 0.825000 0.994415 
0.337500 0.843750 0.993966 
0.337500 0.862500 0.993496 
0.337500 0.881250 0.993004 
0.337500 0.900000 0.992490 
0.337500 0.918750 0.991953 
0.337500 0.937500 0.991392 
0.337500 0.956250 0.990808 
0.337500 0.975000 0.990199 
0.337500 0.993750 0.989565 
0.337500 1.012500 0.988905 
0.337500 1.031250 0.988219 
0.337500 1.050000 0.987505 
0.337500 1.068750 0.986764 
0.337500 1.087500 0.985995 
0.337500 1.106250 0.985197 
0.337500 1.125000 0.984369 
0.337500 1.143750 0.983510 
0.337500 1.162500 0.982619 
0.337500 1.181250 0.981697 
0.337500 1.200000 0.980741 
0.350000 0.018750 0.998502 
0.350000 0.037500 0.998664 
0.350000 0.056250 0.998816 
0.350000 0.075000 0.998959 
0.350000 0.093750 0.999093 
0.350000 0.112500 0.999217 
0.350000 0.131250 0.999331 
0.350000 0.150000 0.999435 
0.350000 0.168750 0.999529 
0.350000 0.187500 0.999613 
0.350000 0.206250 0.999686 
0.350000 0.225000 0.999749 
0.350000 0.243750 0.999801 
0.350000 0.262500 0.999841 
0.350000 0.281250 0.999871 
0.350000 0.300000 0.999888 
0.350000 0.318750 0.999894 
