deltaH: 0.175781
0.137500 0.721875 0.984712 
0.137500 0.731250 0.984317 
0.137500 0.740625 0.983914 
0.137500 0.750000 0.983505 
0.137500 0.759375 0.983089 
0.137500 0.768750 0.982667 
0.137500 0.778125 0.982237 
0.137500 0.787500 0.981801 
0.137500 0.796875 0.981357 
0.137500 0.806250 0.980906 
0.137500 0.815625 0.980448 
0.137500 0.825000 0.979983 
0.137500 0.834375 0.979510 
0.137500 0.843750 0.979030 
0.137500 0.853125 0.978542 
0.137500 0.862500 0.978047 
0.137500 0.871875 0.977543 
0.137500 0.881250 0.977032 
0.137500 0.890625 0.976513 
0.137500 0.900000 0.975986 
0.137500 0.909375 0.975451 
0.137500 0.918750 0.974907 
0.137500 0.928125 0.974356 
0.137500 0.937500 0.973795 
0.137500 0.946875 0.973227 
0.137500 0.956250 0.972649 
0.137500 0.965625 0.972063 
0.137500 0.975000 0.971468 
0.137500 0.984375 0.970864 
0.137500 0.993750 0.970251 
0.137500 1.003125 0.969628 
0.137500 1.012500 0.968996 
0.137500 1.021875 0.968355 
0.137500 1.031250 0.967704 
0.137500 1.040625 0.967044 
0.137500 1.050000 0.966373 
0.137500 1.059375 0.965693 
0.137500 1.068750 0.965002 
0.137500 1.078125 0.964301 
0.137500 1.087500 0.963590 
0.137500 1.096875 0.962869 
0.137500 1.106250 0.962136 
0.137500 1.115625 0.961393 
0.137500 1.125000 0.960639 
0.137500 1.134375 0.959873 
0.137500 1.143750 0.959096 
0.137500 1.153125 0.958308 
0.137500 1.162500 0.957508 
0.137500 1.171875 0.956697 
0.137500 1.181250 0.955873 
0.137500 1.190625 0.955037 
0.137500 1.200000 0.954189 
0.143750 0.009375 0.999764 
0.143750 0.018750 0.999719 
0.143750 0.028125 0.999671 
0.143750 0.037500 0.999620 
0.143750 0.046875 0.999566 
0.143750 0.056250 0.999509 
0.143750 0.065625 0.999448 
0.143750 0.075000 0.999384 
0.143750 0.084375 0.999316 
0.143750 0.093750 0.999246 
0.143750 0.103125 0.999171 
0.143750 0.112500 0.999094 
0.143750 0.121875 0.999013 
0.143750 0.131250 0.998928 
0.143750 0.140625 0.998840 
0.143750 0.150000 0.998749 
0.143750 0.159375 0.998654 
0.143750 0.168750 0.998555 
0.143750 0.178125 0.998453 
0.143750 0.187500 0.998347 
0.143750 0.196875 0.998237 
0.143750 0.206250 0.998123 
0.143750 0.215625 0.998006 
0.143750 0.225000 0.997885 
0.143750 0.234375 0.997760 
0.143750 0.243750 0.997631 
0.143750 0.253125 0.997498 
0.143750 0.262500 0.997362 
0.143750 0.271875 0.997221 
0.143750 0.281250 0.997076 
0.143750 0.290625 0.996928 
0.143750 0.300000 0.996775 
0.143750 0.309375 0.996618 
0.143750 0.318750 0.996457 
0.143750 0.328125 0.996291 
0.143750 0.337500 0.996122 
0.143750 0.346875 0.995948 
0.143750 0.356250 0.995770 
0.143750 0.365625 0.995587 
0.143750 0.375000 0.995400 
0.143750 0.384375 0.995209 
0.143750 0.393750 0.995013 
0.143750 0.403125 0.994812 
0.143750 0.412500 0.994607 
0.143750 0.421875 0.994397 
0.143750 0.431250 0.994183 
0.143750 0.440625 0.993964 
0.143750 0.450000 0.993740 
0.143750 0.459375 0.993511 
0.143750 0.468750 0.993277 
0.143750 0.478125 0.993039 
0.143750 0.487500 0.992795 
0.143750 0.496875 0.992547 
0.143750 0.506250 0.992293 
0.143750 0.515625 0.992035 
0.143750 0.525000 0.991771 
0.143750 0.534375 0.991502 
0.143750 0.543750 0.991228 
0.143750 0.553125 0.990948 
0.143750 0.562500 0.990663 
0.143750 0.571875 0.990373 
0.143750 0.581250 0.990077 
0.143750 0.590625 0.989775 
0.143750 0.600000 0.989468 
0.143750 0.609375 0.989156 
0.143750 0.618750 0.988837 
0.143750 0.628125 0.988513 
0.143750 0.637500 0.988183 
0.143750 0.646875 0.987847 
0.143750 0.656250 0.987506 
0.143750 0.665625 0.987158 
0.143750 0.675000 0.986804 
0.143750 0.684375 0.986444 
0.143750 0.693750 0.986077 
0.143750 0.703125 0.985705 
0.143750 0.712500 0.985326 
0.143750 0.721875 0.984940 
0.143750 0.731250 0.984549 
0.143750 0.740625 0.984150 
0.143750 0.750000 0.983745 
0.143750 0.759375 0.983333 
0.143750 0.768750 0.982915 
0.143750 0.778125 0.982489 
0.143750 0.787500 0.982057 
0.143750 0.796875 0.981617 
0.143750 0.806250 0.981171 
0.143750 0.815625 0.980717 
0.143750 0.825000 0.980256 
0.143750 0.834375 0.979788 
0.143750 0.843750 0.979312 
0.143750 0.853125 0.978829 
0.143750 0.862500 0.978338 
0.143750 0.871875 0.977839 
0.143750 0.881250 0.977333 
0.143750 0.890625 0.976818 
0.143750 0.900000 0.976296 
0.143750 0.909375 0.975766 
0.143750 0.918750 0.975227 
0.143750 0.928125 0.974680 
0.143750 0.937500 0.974125 
0.143750 0.946875 0.973561 
0.143750 0.956250 0.972989 
0.143750 0.965625 0.972408 
0.143750 0.975000 0.971818 
0.143750 0.984375 0.971220 
0.143750 0.993750 0.970612 
0.143750 1.003125 0.969995 
0.143750 1.012500 0.969369 
0.143750 1.021875 0.968733 
0.143750 1.031250 0.968088 
0.143750 1.040625 0.967433 
0.143750 1.050000 0.966769 
0.143750 1.059375 0.966094 
0.143750 1.068750 0.965410 
0.143750 1.078125 0.964715 
0.143750 1.087500 0.964010 
0.143750 1.096875 0.963295 
0.143750 1.106250 0.962569 
0.143750 1.115625 0.961832 
0.143750 1.125000 0.961084 
0.143750 1.134375 0.960326 
0.143750 1.143750 0.959556 
0.143750 1.153125 0.958774 
0.143750 1.162500 0.957981 
0.143750 1.171875 0.957177 
0.143750 1.181250 0.956360 
0.143750 1.190625 0.955532 
0.143750 1.200000 0.954691 
0.150000 0.009375 0.999786 
0.150000 0.018750 0.999743 
0.150000 0.028125 0.999697 
0.150000 0.037500 0.999648 
0.150000 0.046875 0.999596 
0.150000 0.056250 0.999540 
0.150000 0.065625 0.999481 
0.150000 0.075000 0.999419 
0.150000 0.084375 0.999354 
0.150000 0.093750 0.999285 
0.150000 0.103125 0.999213 
0.150000 0.112500 0.999137 
0.150000 0.121875 0.999058 
0.150000 0.131250 0.998976 
0.150000 0.140625 0.998890 
0.150000 0.150000 0.998800 
0.150000 0.159375 0.998707 
0.150000 0.168750 0.998611 
0.150000 0.178125 0.998510 
0.150000 0.187500 0.998407 
0.150000 0.196875 0.998299 
0.150000 0.206250 0.998188 
0.150000 0.215625 0.998073 
0.150000 0.225000 0.997954 
0.150000 0.234375 0.997831 
0.150000 0.243750 0.997705 
0.150000 0.253125 0.997574 
0.150000 0.262500 0.997440 
0.150000 0.271875 0.997302 
0.150000 0.281250 0.997159 
0.150000 0.290625 0.997013 
0.150000 0.300000 0.996863 
0.150000 0.309375 0.996708 
0.150000 0.318750 0.996549 
0.150000 0.328125 0.996386 
0.150000 0.337500 0.996219 
0.150000 0.346875 0.996048 
0.150000 0.356250 0.995872 
0.150000 0.365625 0.995692 
0.150000 0.375000 0.995508 
0.150000 0.384375 0.995319 
0.150000 0.393750 0.995126 
0.150000 0.403125 0.994928 
0.150000 0.412500 0.994726 
0.150000 0.421875 0.994519 
0.150000 0.431250 0.994307 
0.150000 0.440625 0.994091 
0.150000 0.450000 0.993869 
0.150000 0.459375 0.993644 
0.150000 0.468750 0.993413 
0.150000 0.478125 0.993177 
0.150000 0.487500 0.992937 
0.150000 0.496875 0.992691 
0.150000 0.506250 0.992441 
0.150000 0.515625 0.992185 
0.150000 0.525000 0.991924 
0.150000 0.534375 0.991659 
0.150000 0.543750 0.991387 
0.150000 0.553125 0.991111 
0.150000 0.562500 0.990829 
0.150000 0.571875 0.990542 
0.150000 0.581250 0.990249 
0.150000 0.590625 0.989951 
0.150000 0.600000 0.989648 
0.150000 0.609375 0.989338 
0.150000 0.618750 0.989023 
0.150000 0.628125 0.988703 
0.150000 0.637500 0.988376 
0.150000 0.646875 0.988044 
0.150000 0.656250 0.987705 
0.150000 0.665625 0.987361 
0.150000 0.675000 0.987011 
0.150000 0.684375 0.986654 
0.150000 0.693750 0.986292 
0.150000 0.703125 0.985923 
0.150000 0.712500 0.985548 
0.150000 0.721875 0.985166 
0.150000 0.731250 0.984778 
0.150000 0.740625 0.984384 
0.150000 0.750000 0.983982 
0.150000 0.759375 0.983574 
0.150000 0.768750 0.983160 
0.150000 0.778125 0.982739 
0.150000 0.787500 0.982310 
0.150000 0.796875 0.981875 
0.150000 0.806250 0.981433 
0.150000 0.815625 0.980983 
0.150000 0.825000 0.980527 
0.150000 0.834375 0.980063 
0.150000 0.843750 0.979591 
0.150000 0.853125 0.979113 
0.150000 0.862500 0.978626 
0.150000 0.871875 0.978132 
0.150000 0.881250 0.977630 
0.150000 0.890625 0.977121 
0.150000 0.900000 0.976603 
0.150000 0.909375 0.976078 
0.150000 0.918750 0.975544 
0.150000 0.928125 0.975002 
0.150000 0.937500 0.974452 
0.150000 0.946875 0.973893 
0.150000 0.956250 0.973326 
0.150000 0.965625 0.972750 
0.150000 0.975000 0.972166 
0.150000 0.984375 0.971572 
0.150000 0.993750 0.970970 
0.150000 1.003125 0.970359 
0.150000 1.012500 0.969738 
0.150000 1.021875 0.969108 
0.150000 1.031250 0.968469 
0.150000 1.040625 0.967820 
0.150000 1.050000 0.967161 
0.150000 1.059375 0.966492 
0.150000 1.068750 0.965814 
0.150000 1.078125 0.965125 
0.150000 1.087500 0.964427 
0.150000 1.096875 0.963717 
0.150000 1.106250 0.962998 
0.150000 1.115625 0.962267 
0.150000 1.125000 0.961526 
0.150000 1.134375 0.960774 
0.150000 1.143750 0.960011 
0.150000 1.153125 0.959236 
0.150000 1.162500 0.958450 
0.150000 1.171875 0.957653 
0.150000 1.181250 0.956843 
0.150000 1.190625 0.956022 
0.150000 1.200000 0.955188 
0.156250 0.009375 0.999806 
0.156250 0.018750 0.999766 
0.156250 0.028125 0.999721 
0.156250 0.037500 0.999674 
0.156250 0.046875 0.999624 
0.156250 0.056250 0.999570 
0.156250 0.065625 0.999513 
0.156250 0.075000 0.999453 
0.156250 0.084375 0.999390 
0.156250 0.093750 0.999323 
0.156250 0.103125 0.999253 
0.156250 0.112500 0.999179 
0.156250 0.121875 0.999102 
0.156250 0.131250 0.999022 
0.156250 0.140625 0.998938 
0.156250 0.150000 0.998851 
0.156250 0.159375 0.998760 
0.156250 0.168750 0.998665 
0.156250 0.178125 0.998567 
0.156250 0.187500 0.998465 
0.156250 0.196875 0.998360 
0.156250 0.206250 0.998251 
0.156250 0.215625 0.998138 
0.156250 0.225000 0.998021 
0.156250 0.234375 0.997901 
0.156250 0.243750 0.997777 
0.156250 0.253125 0.997649 
0.156250 0.262500 0.997517 
0.156250 0.271875 0.997381 
0.156250 0.281250 0.997241 
0.156250 0.290625 0.997097 
0.156250 0.300000 0.996949 
0.156250 0.309375 0.996797 
0.156250 0.318750 0.996641 
0.156250 0.328125 0.996480 
0.156250 0.337500 0.996316 
0.156250 0.346875 0.996147 
0.156250 0.356250 0.995974 
0.156250 0.365625 0.995796 
0.156250 0.375000 0.995614 
0.156250 0.384375 0.995428 
0.156250 0.393750 0.995237 
0.156250 0.403125 0.995042 
0.156250 0.412500 0.994843 
0.156250 0.421875 0.994638 
0.156250 0.431250 0.994429 
0.156250 0.440625 0.994216 
0.156250 0.450000 0.993998 
0.156250 0.459375 0.993775 
0.156250 0.468750 0.993547 
0.156250 0.478125 0.993314 
0.156250 0.487500 0.993076 
0.156250 0.496875 0.992834 
0.156250 0.506250 0.992586 
0.156250 0.515625 0.992334 
0.156250 0.525000 0.992076 
0.156250 0.534375 0.991813 
0.156250 0.543750 0.991545 
0.156250 0.553125 0.991272 
0.156250 0.562500 0.990993 
0.156250 0.571875 0.990709 
0.156250 0.581250 0.990420 
0.156250 0.590625 0.990125 
0.156250 0.600000 0.989825 
0.156250 0.609375 0.989519 
0.156250 0.618750 0.989207 
0.156250 0.628125 0.988890 
0.156250 0.637500 0.988567 
0.156250 0.646875 0.988238 
0.156250 0.656250 0.987903 
0.156250 0.665625 0.987562 
0.156250 0.675000 0.987216 
0.156250 0.684375 0.986863 
0.156250 0.693750 0.986504 
0.156250 0.703125 0.986139 
0.156250 0.712500 0.985767 
0.156250 0.721875 0.985389 
0.156250 0.731250 0.985005 
0.156250 0.740625 0.984615 
0.156250 0.750000 0.984217 
0.156250 0.759375 0.983813 
0.156250 0.768750 0.983403 
0.156250 0.778125 0.982986 
0.156250 0.787500 0.982561 
0.156250 0.796875 0.982130 
0.156250 0.806250 0.981692 
0.156250 0.815625 0.981247 
0.156250 0.825000 0.980795 
0.156250 0.834375 0.980335 
0.156250 0.843750 0.979868 
0.156250 0.853125 0.979394 
0.156250 0.862500 0.978912 
0.156250 0.871875 0.978422 
0.156250 0.881250 0.977925 
0.156250 0.890625 0.977420 
0.156250 0.900000 0.976908 
0.156250 0.909375 0.976387 
0.156250 0.918750 0.975858 
0.156250 0.928125 0.975321 
0.156250 0.937500 0.974776 
0.156250 0.946875 0.974222 
0.156250 0.956250 0.973660 
0.156250 0.965625 0.973089 
0.156250 0.975000 0.972510 
0.156250 0.984375 0.971922 
0.156250 0.993750 0.971325 
0.156250 1.003125 0.970719 
0.156250 1.012500 0.970104 
0.156250 1.021875 0.969479 
0.156250 1.031250 0.968846 
0.156250 1.040625 0.968202 
0.156250 1.050000 0.967549 
0.156250 1.059375 0.966887 
0.156250 1.068750 0.966214 
0.156250 1.078125 0.965532 
0.156250 1.087500 0.964839 
0.156250 1.096875 0.964136 
0.156250 1.106250 0.963423 
0.156250 1.115625 0.962699 
0.156250 1.125000 0.961964 
0.156250 1.134375 0.961219 
0.156250 1.143750 0.960462 
0.156250 1.153125 0.959694 
0.156250 1.162500 0.958915 
0.156250 1.171875 0.958124 
0.156250 1.181250 0.957322 
0.156250 1.190625 0.956508 
0.156250 1.200000 0.955682 
0.162500 0.009375 0.999826 
0.162500 0.018750 0.999787 
0.162500 0.028125 0.999745 
0.162500 0.037500 0.999700 
0.162500 0.046875 0.999651 
0.162500 0.056250 0.999599 
0.162500 0.065625 0.999544 
0.162500 0.075000 0.999486 
0.162500 0.084375 0.999424 
0.162500 0.093750 0.999360 
0.162500 0.103125 0.999292 
0.162500 0.112500 0.999220 
0.162500 0.121875 0.999145 
0.162500 0.131250 0.999067 
0.162500 0.140625 0.998985 
0.162500 0.150000 0.998900 
0.162500 0.159375 0.998811 
0.162500 0.168750 0.998718 
0.162500 0.178125 0.998622 
0.162500 0.187500 0.998523 
0.162500 0.196875 0.998420 
0.162500 0.206250 0.998313 
0.162500 0.215625 0.998202 
0.162500 0.225000 0.998088 
0.162500 0.234375 0.997970 
0.162500 0.243750 0.997847 
0.162500 0.253125 0.997722 
0.162500 0.262500 0.997592 
0.162500 0.271875 0.997458 
0.162500 0.281250 0.997321 
0.162500 0.290625 0.997179 
0.162500 0.300000 0.997034 
0.162500 0.309375 0.996884 
0.162500 0.318750 0.996730 
0.162500 0.328125 0.996572 
0.162500 0.337500 0.996410 
0.162500 0.346875 0.996244 
0.162500 0.356250 0.996073 
0.162500 0.365625 0.995898 
0.162500 0.375000 0.995719 
0.162500 0.384375 0.995536 
0.162500 0.393750 0.995348 
0.162500 0.403125 0.995155 
0.162500 0.412500 0.994958 
0.162500 0.421875 0.994757 
0.162500 0.431250 0.994550 
0.162500 0.440625 0.994340 
0.162500 0.450000 0.994124 
0.162500 0.459375 0.993904 
0.162500 0.468750 0.993679 
0.162500 0.478125 0.993449 
0.162500 0.487500 0.993214 
0.162500 0.496875 0.992975 
0.162500 0.506250 0.992730 
0.162500 0.515625 0.992481 
0.162500 0.525000 0.992226 
0.162500 0.534375 0.991966 
0.162500 0.543750 0.991701 
0.162500 0.553125 0.991431 
0.162500 0.562500 0.991155 
0.162500 0.571875 0.990875 
0.162500 0.581250 0.990589 
0.162500 0.590625 0.990297 
0.162500 0.600000 0.990000 
0.162500 0.609375 0.989697 
0.162500 0.618750 0.989389 
0.162500 0.628125 0.989075 
0.162500 0.637500 0.988755 
0.162500 0.646875 0.988430 
0.162500 0.656250 0.988099 
0.162500 0.665625 0.987761 
0.162500 0.675000 0.987418 
0.162500 0.684375 0.987069 
0.162500 0.693750 0.986714 
0.162500 0.703125 0.986352 
0.162500 0.712500 0.985985 
0.162500 0.721875 0.985611 
0.162500 0.731250 0.985230 
0.162500 0.740625 0.984843 
0.162500 0.750000 0.984450 
0.162500 0.759375 0.984050 
0.162500 0.768750 0.983644 
0.162500 0.778125 0.983230 
0.162500 0.787500 0.982810 
0.162500 0.796875 0.982383 
0.162500 0.806250 0.981949 
0.162500 0.815625 0.981508 
0.162500 0.825000 0.981060 
0.162500 0.834375 0.980605 
0.162500 0.843750 0.980142 
0.162500 0.853125 0.979672 
0.162500 0.862500 0.979195 
0.162500 0.871875 0.978710 
0.162500 0.881250 0.978217 
0.162500 0.890625 0.977717 
0.162500 0.900000 0.977209 
0.162500 0.909375 0.976693 
0.162500 0.918750 0.976169 
0.162500 0.928125 0.975637 
0.162500 0.937500 0.975097 
0.162500 0.946875 0.974548 
0.162500 0.956250 0.973991 
0.162500 0.965625 0.973425 
0.162500 0.975000 0.972851 
0.162500 0.984375 0.972268 
0.162500 0.993750 0.971677 
0.162500 1.003125 0.971076 
0.162500 1.012500 0.970466 
0.162500 1.021875 0.969847 
0.162500 1.031250 0.969219 
0.162500 1.040625 0.968582 
0.162500 1.050000 0.967935 
0.162500 1.059375 0.967278 
0.162500 1.068750 0.966611 
0.162500 1.078125 0.965935 
0.162500 1.087500 0.965248 
0.162500 1.096875 0.964551 
0.162500 1.106250 0.963844 
0.162500 1.115625 0.963126 
0.162500 1.125000 0.962398 
0.162500 1.134375 0.961659 
0.162500 1.143750 0.960909 
0.162500 1.153125 0.960148 
0.162500 1.162500 0.959376 
0.162500 1.171875 0.958592 
0.162500 1.181250 0.957797 
0.162500 1.190625 0.956990 
0.162500 1.200000 0.956171 
0.168750 0.009375 0.999845 
0.168750 0.018750 0.999808 
0.168750 0.028125 0.999767 
0.168750 0.037500 0.999724 
0.168750 0.046875 0.999677 
0.168750 0.056250 0.999627 
0.168750 0.065625 0.999574 
0.168750 0.075000 0.999518 
0.168750 0.084375 0.999458 
0.168750 0.093750 0.999395 
0.168750 0.103125 0.999329 
0.168750 0.112500 0.999260 
0.168750 0.121875 0.999187 
0.168750 0.131250 0.999110 
0.168750 0.140625 0.999031 
0.168750 0.150000 0.998947 
0.168750 0.159375 0.998861 
0.168750 0.168750 0.998770 
0.168750 0.178125 0.998676 
0.168750 0.187500 0.998579 
0.168750 0.196875 0.998478 
0.168750 0.206250 0.998373 
0.168750 0.215625 0.998265 
0.168750 0.225000 0.998153 
0.168750 0.234375 0.998037 
0.168750 0.243750 0.997917 
0.168750 0.253125 0.997793 
0.168750 0.262500 0.997666 
0.168750 0.271875 0.997535 
0.168750 0.281250 0.997400 
0.168750 0.290625 0.997260 
0.168750 0.300000 0.997117 
0.168750 0.309375 0.996970 
0.168750 0.318750 0.996818 
0.168750 0.328125 0.996663 
0.168750 0.337500 0.996503 
0.168750 0.346875 0.996340 
0.168750 0.356250 0.996171 
0.168750 0.365625 0.995999 
0.168750 0.375000 0.995823 
0.168750 0.384375 0.995642 
0.168750 0.393750 0.995456 
0.168750 0.403125 0.995266 
0.168750 0.412500 0.995072 
0.168750 0.421875 0.994873 
0.168750 0.431250 0.994670 
0.168750 0.440625 0.994462 
0.168750 0.450000 0.994249 
0.168750 0.459375 0.994031 
0.168750 0.468750 0.993809 
0.168750 0.478125 0.993582 
0.168750 0.487500 0.993351 
0.168750 0.496875 0.993114 
0.168750 0.506250 0.992872 
0.168750 0.515625 0.992626 
0.168750 0.525000 0.992374 
0.168750 0.534375 0.992117 
0.168750 0.543750 0.991855 
0.168750 0.553125 0.991588 
0.168750 0.562500 0.991316 
0.168750 0.571875 0.991038 
0.168750 0.581250 0.990755 
0.168750 0.590625 0.990467 
0.168750 0.600000 0.990173 
0.168750 0.609375 0.989874 
0.168750 0.618750 0.989569 
0.168750 0.628125 0.989258 
0.168750 0.637500 0.988942 
0.168750 0.646875 0.988620 
0.168750 0.656250 0.988292 
0.168750 0.665625 0.987958 
0.168750 0.675000 0.987619 
0.168750 0.684375 0.987273 
0.168750 0.693750 0.986921 
0.168750 0.703125 0.986564 
0.168750 0.712500 0.986200 
0.168750 0.721875 0.985829 
0.168750 0.731250 0.985453 
0.168750 0.740625 0.985070 
0.168750 0.750000 0.984680 
0.168750 0.759375 0.984284 
0.168750 0.768750 0.983882 
0.168750 0.778125 0.983472 
0.168750 0.787500 0.983056 
0.168750 0.796875 0.982634 
0.168750 0.806250 0.982204 
0.168750 0.815625 0.981767 
0.168750 0.825000 0.981323 
0.168750 0.834375 0.980872 
0.168750 0.843750 0.980414 
0.168750 0.853125 0.979948 
0.168750 0.862500 0.979475 
0.168750 0.871875 0.978995 
0.168750 0.881250 0.978507 
0.168750 0.890625 0.978011 
0.168750 0.900000 0.977508 
0.168750 0.909375 0.976996 
0.168750 0.918750 0.976477 
0.168750 0.928125 0.975950 
0.168750 0.937500 0.975415 
0.168750 0.946875 0.974871 
0.168750 0.956250 0.974319 
0.168750 0.965625 0.973758 
0.168750 0.975000 0.973189 
0.168750 0.984375 0.972612 
0.168750 0.993750 0.972025 
0.168750 1.003125 0.971430 
0.168750 1.012500 0.970826 
0.168750 1.021875 0.970212 
0.168750 1.031250 0.969590 
0.168750 1.040625 0.968958 
0.168750 1.050000 0.968316 
0.168750 1.059375 0.967665 
0.168750 1.068750 0.967004 
0.168750 1.078125 0.966334 
0.168750 1.087500 0.965653 
0.168750 1.096875 0.964963 
0.168750 1.106250 0.964262 
0.168750 1.115625 0.963550 
0.168750 1.125000 0.962828 
0.168750 1.134375 0.962096 
0.168750 1.143750 0.961352 
0.168750 1.153125 0.960598 
0.168750 1.162500 0.959832 
0.168750 1.171875 0.959055 
0.168750 1.181250 0.958267 
0.168750 1.190625 0.957467 
0.168750 1.200000 0.956655 
0.175000 0.009375 0.999862 
0.175000 0.018750 0.999827 
0.175000 0.028125 0.999788 
0.175000 0.037500 0.999747 
0.175000 0.046875 0.999702 
0.175000 0.056250 0.999654 
0.175000 0.065625 0.999603 
0.175000 0.075000 0.999548 
0.175000 0.084375 0.999491 
0.175000 0.093750 0.999430 
0.175000 0.103125 0.999366 
0.175000 0.112500 0.999298 
0.175000 0.121875 0.999227 
0.175000 0.131250 0.999153 
0.175000 0.140625 0.999075 
0.175000 0.150000 0.998994 
0.175000 0.159375 0.998909 
0.175000 0.168750 0.998821 
0.175000 0.178125 0.998729 
0.175000 0.187500 0.998634 
0.175000 0.196875 0.998535 
0.175000 0.206250 0.998432 
0.175000 0.215625 0.998326 
0.175000 0.225000 0.998216 
0.175000 0.234375 0.998102 
0.175000 0.243750 0.997985 
0.175000 0.253125 0.997864 
0.175000 0.262500 0.997739 
0.175000 0.271875 0.997610 
0.175000 0.281250 0.997477 
0.175000 0.290625 0.997340 
0.175000 0.300000 0.997199 
0.175000 0.309375 0.997054 
0.175000 0.318750 0.996905 
0.175000 0.328125 0.996752 
0.175000 0.337500 0.996595 
0.175000 0.346875 0.996434 
0.175000 0.356250 0.996268 
0.175000 0.365625 0.996098 
0.175000 0.375000 0.995924 
0.175000 0.384375 0.995746 
0.175000 0.393750 0.995563 
0.175000 0.403125 0.995376 
0.175000 0.412500 0.995184 
0.175000 0.421875 0.994988 
0.175000 0.431250 0.994787 
0.175000 0.440625 0.994582 
0.175000 0.450000 0.994372 
0.175000 0.459375 0.994157 
0.175000 0.468750 0.993938 
0.175000 0.478125 0.993714 
0.175000 0.487500 0.993485 
0.175000 0.496875 0.993251 
0.175000 0.506250 0.993012 
0.175000 0.515625 0.992769 
0.175000 0.525000 0.992520 
0.175000 0.534375 0.992266 
0.175000 0.543750 0.992008 
0.175000 0.553125 0.991743 
0.175000 0.562500 0.991474 
0.175000 0.571875 0.991200 
0.175000 0.581250 0.990920 
0.175000 0.590625 0.990635 
0.175000 0.600000 0.990344 
0.175000 0.609375 0.990048 
0.175000 0.618750 0.989747 
0.175000 0.628125 0.989439 
0.175000 0.637500 0.989126 
0.175000 0.646875 0.988808 
0.175000 0.656250 0.988483 
0.175000 0.665625 0.988153 
0.175000 0.675000 0.987817 
0.175000 0.684375 0.987475 
0.175000 0.693750 0.987127 
0.175000 0.703125 0.986773 
0.175000 0.712500 0.986413 
0.175000 0.721875 0.986046 
0.175000 0.731250 0.985673 
0.175000 0.740625 0.985294 
0.175000 0.750000 0.984908 
0.175000 0.759375 0.984516 
0.175000 0.768750 0.984118 
0.175000 0.778125 0.983712 
0.175000 0.787500 0.983300 
0.175000 0.796875 0.982881 
0.175000 0.806250 0.982456 
0.175000 0.815625 0.982023 
0.175000 0.825000 0.981584 
0.175000 0.834375 0.981137 
0.175000 0.843750 0.980683 
0.175000 0.853125 0.980222 
0.175000 0.862500 0.979753 
0.175000 0.871875 0.979277 
0.175000 0.881250 0.978794 
0.175000 0.890625 0.978302 
0.175000 0.900000 0.977804 
0.175000 0.909375 0.977297 
0.175000 0.918750 0.976783 
0.175000 0.928125 0.976260 
0.175000 0.937500 0.975730 
0.175000 0.946875 0.975191 
0.175000 0.956250 0.974644 
0.175000 0.965625 0.974088 
0.175000 0.975000 0.973524 
0.175000 0.984375 0.972952 
0.175000 0.993750 0.972371 
0.175000 1.003125 0.971781 
0.175000 1.012500 0.971182 
0.175000 1.021875 0.970574 
0.175000 1.031250 0.969957 
0.175000 1.040625 0.969330 
0.175000 1.050000 0.968695 
0.175000 1.059375 0.968049 
0.175000 1.068750 0.967394 
0.175000 1.078125 0.966730 
0.175000 1.087500 0.966055 
0.175000 1.096875 0.965370 
0.175000 1.106250 0.964675 
0.175000 1.115625 0.963970 
0.175000 1.125000 0.963255 
0.175000 1.134375 0.962529 
0.175000 1.143750 0.961792 
0.175000 1.153125 0.961044 
0.175000 1.162500 0.960285 
0.175000 1.171875 0.959515 
0.175000 1.181250 0.958733 
0.175000 1.190625 0.957940 
0.175000 1.200000 0.957135 
0.181250 0.009375 0.999879 
0.181250 0.018750 0.999845 
0.181250 0.028125 0.999808 
0.181250 0.037500 0.999769 
0.181250 0.046875 0.999726 
0.181250 0.056250 0.999680 
0.181250 0.065625 0.999630 
0.181250 0.075000 0.999578 
0.181250 0.084375 0.999522 
0.181250 0.093750 0.999463 
0.181250 0.103125 0.999401 
0.181250 0.112500 0.999335 
0.181250 0.121875 0.999266 
0.181250 0.131250 0.999194 
0.181250 0.140625 0.999118 
0.181250 0.150000 0.999039 
0.181250 0.159375 0.998956 
0.181250 0.168750 0.998870 
0.181250 0.178125 0.998781 
0.181250 0.187500 0.998687 
0.181250 0.196875 0.998591 
0.181250 0.206250 0.998490 
0.181250 0.215625 0.998386 
0.181250 0.225000 0.998278 
0.181250 0.234375 0.998167 
0.181250 0.243750 0.998052 
0.181250 0.253125 0.997933 
0.181250 0.262500 0.997810 
0.181250 0.271875 0.997683 
0.181250 0.281250 0.997553 
0.181250 0.290625 0.997418 
0.181250 0.300000 0.997280 
0.181250 0.309375 0.997137 
0.181250 0.318750 0.996991 
0.181250 0.328125 0.996840 
0.181250 0.337500 0.996685 
0.181250 0.346875 0.996526 
0.181250 0.356250 0.996363 
0.181250 0.365625 0.996196 
0.181250 0.375000 0.996024 
0.181250 0.384375 0.995849 
0.181250 0.393750 0.995668 
0.181250 0.403125 0.995484 
0.181250 0.412500 0.995295 
0.181250 0.421875 0.995101 
0.181250 0.431250 0.994903 
0.181250 0.440625 0.994701 
0.181250 0.450000 0.994493 
0.181250 0.459375 0.994282 
0.181250 0.468750 0.994065 
0.181250 0.478125 0.993844 
0.181250 0.487500 0.993618 
0.181250 0.496875 0.993387 
0.181250 0.506250 0.993151 
